,,Daunel:LFHD,,,Daunel:RFHD,,,Daunel:LBHD,,,Daunel:RBHD,,,Daunel:C7,,,Daunel:T10,,,Daunel:CLAV,,,Daunel:STRN,,,Daunel:RBAK,,,Daunel:LSHO,,,Daunel:LUPA,,,Daunel:LELB,,,Daunel:LFRM,,,Daunel:LWRA,,,Daunel:LWRB,,,Daunel:LFIN,,,Daunel:RSHO,,,Daunel:RUPA,,,Daunel:RELB,,,Daunel:RFRM,,,Daunel:RWRA,,,Daunel:RWRB,,,Daunel:RFIN,,,Daunel:LASI,,,Daunel:RASI,,,Daunel:LPSI,,,Daunel:RPSI,,,Daunel:LTHI,,,Daunel:LKNE,,,Daunel:LTIB,,,Daunel:LANK,,,Daunel:LHEE,,,Daunel:LTOE,,,Daunel:RTHI,,,Daunel:RKNE,,,Daunel:RTIB,,,Daunel:RANK,,,Daunel:RHEE,,,Daunel:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
263,0,691.725,867.751,1751.55,797.19,972.751,1787.49,807.898,787.984,1735.54,894.378,890.323,1745.07,891.129,787.826,1578.77,964.323,735.027,1320.2,822.373,941.581,1480.23,818.489,972.486,1372.83,1005.32,784.156,1501.73,737.416,773.668,1535.49,689.245,678.186,1300.54,724.499,680.937,1135.84,659.219,703.932,1058.34,618.139,817.577,913.903,635.097,745.37,923.275,603.274,793.977,826.406,1019.51,951.968,1573.39,1153.24,955.547,1373.33,1181.44,898.052,1243.14,,,,1185.08,1046.29,1001.03,1232.22,973.686,1006.79,1245.9,1037.23,905.352,760.917,807.136,1036.79,1014.72,988.45,1058.55,962.14,697.381,1140.11,1025.23,743.145,1145.73,815.654,794.164,772.626,900.368,833.446,496.791,956.143,802.378,354.864,1053.47,767.627,143.215,1122.57,695.683,165.347,1057.43,854.21,114.812,1056.62,1029.51,874.068,1035.69,1086.66,622.628,1072.77,1124.5,472.828,1106.59,1163.38,221.293,1132.53,1071.87,258.077,1064.34,1192.62,164.165
264,0,688.003,877.191,1750.05,792.187,983.598,1785.76,805.288,798.976,1733.78,890.381,902.492,1743.17,888.244,799.93,1577.05,961.811,747.806,1318.58,817.151,952.469,1478.37,812.597,983.108,1370.92,1002.37,797.823,1499.77,734.75,783.374,1534,686.989,686.643,1299.5,721.461,689.365,1134.6,655.684,711.423,1057.34,612.632,824.197,912.746,630.363,752.239,922.228,597.699,800.232,825.463,1014.25,965.898,1571.2,1148.34,969.991,1371.4,1177.33,912.481,1241.53,,,,1179.7,1059.94,998.969,1227.54,987.846,1005,1240.66,1051.32,903.326,756.908,815.552,1035.18,1006.7,1003,1055.22,960.097,710.159,1138.7,1022.3,757.456,1144.15,812.082,802.201,771.126,897.134,840.144,495.031,954.442,806.969,354.199,1054.17,768.626,144.348,1123.73,697.893,168.218,1057.68,854.922,115.013,1049.09,1040.36,869.983,1028.16,1100.03,619.923,1059.43,1143.73,471.909,1089.06,1190.58,221.411,1123.84,1103.27,256.376,1045.09,1218.93,165.413
265,0,684.286,886.436,1748.34,787.051,994.312,1783.86,802.676,809.885,1731.86,886.296,914.567,1741.1,885.365,811.928,1575.16,959.165,760.605,1316.69,811.849,963.152,1476.25,806.66,993.507,1368.79,999.511,811.583,1497.62,732.107,792.905,1532.34,685.227,694.957,1298.05,718.83,697.709,1133.01,652.376,718.597,1056.03,607.306,830.29,911.288,625.919,758.605,920.934,592.306,805.873,824.176,1008.81,979.923,1568.79,1143.22,984.919,1369.16,1173.12,927.195,1239.62,,,,1173.95,1073.69,996.478,1222.61,1002.33,1002.84,1235,1065.44,900.914,752.784,824.215,1033.19,998.672,1016.82,1051.86,957.868,722.737,1136.98,1019.08,771.435,1142.23,808.275,810.637,769.057,893.543,847.393,492.873,952.528,811.844,353.408,1054.58,769.834,145.681,1124.36,700.075,171.335,1057.83,855.546,115.308,1041.83,1051.45,866.634,1019.82,1114.35,618.289,1047.44,1160.77,471.276,1072.49,1213.95,221.04,1113.1,1131.53,255.427,1026.67,1241.68,166.237
266,0,680.438,895.628,1746.5,781.784,1004.97,1781.81,799.905,820.81,1729.75,882.095,926.604,1738.89,882.383,824.068,1573.02,956.545,773.19,1314.63,806.524,973.703,1473.91,800.601,1003.74,1366.36,996.601,825.418,1495.3,729.424,802.331,1530.52,683.616,702.979,1296.48,716.347,705.737,1131.41,649.462,725.363,1054.55,602.141,835.827,909.642,621.72,764.454,919.452,587.132,810.864,822.661,1003.25,994.043,1566.07,1137.84,1000.01,1366.72,1168.69,942.151,1237.44,,,,1167.92,1087.72,993.84,1217.5,1017.06,1000.51,1229.12,1079.88,898.266,748.635,833.119,1030.86,990.631,1030.27,1048.93,955.283,734.974,1135.02,1015.83,784.886,1140.21,804.276,819.597,766.568,889.569,855.347,490.617,950.663,817.008,352.714,1054.66,770.938,147.147,1124.45,702.115,174.988,1057.65,856.292,115.793,1034.8,1064.53,864.769,1010.47,1127.46,617.035,1037.74,1174.95,470.385,1057.1,1233.65,220.56,1099.09,1154.8,253.781,1009.59,1260.57,166.375
267,0,676.56,904.719,1744.5,776.404,1015.52,1779.64,797.123,831.571,1727.67,877.807,938.68,1736.65,879.306,836.264,1570.76,953.61,786.194,1312.16,800.863,984.322,1471.44,794.371,1013.97,1363.8,993.608,839.261,1492.79,726.732,811.684,1528.45,682.14,710.644,1294.84,714.457,713.907,1129.32,646.858,731.753,1052.98,597.206,840.833,907.689,618.066,769.854,917.842,582.258,815.141,821.052,997.482,1008.2,1563.21,1132.18,1015.39,1363.94,1164.14,957.476,1235.07,,,,1161.51,1101.63,990.677,1212.08,1032.04,997.812,1222.95,1094.62,895.321,744.543,841.972,1028.24,982.96,1043.58,1046.68,952.596,747.105,1132.74,1012.29,798.071,1137.81,800.075,829.251,763.937,884.946,864.374,488.199,947.768,823.201,352.068,1054.59,772.582,149.175,1124.09,704.609,179.318,1057.29,857.261,116.268,1027.92,1080.16,864.82,1000.72,1139.38,615.897,1029.99,1187.11,468.311,1043.35,1249.22,218.725,1084.27,1172.26,250.545,994.476,1275.51,165.414
268,0,672.618,913.616,1742.36,770.863,1025.96,1777.31,794.121,842.385,1725.33,873.32,950.533,1734.21,876.167,848.643,1568.37,950.791,798.666,1309.78,795.141,994.869,1468.9,788.045,1023.95,1361.08,990.503,853.058,1490.27,724.1,821.016,1526.35,681.095,718.298,1293.03,712.582,721.633,1127.48,644.547,737.752,1051.31,592.569,845.238,905.729,614.627,774.622,916.09,577.754,818.792,819.304,991.468,1022.33,1560.18,1126.15,1031.07,1361.04,1159.21,973.149,1232.4,,,,1154.69,1115.86,987.195,1206.36,1047.26,994.92,1216.35,1109.33,892.149,740.141,851.388,1025.71,975.681,1056.53,1045.36,949.643,759.031,1130.01,1008.58,810.874,1135.22,795.457,839.596,761.439,879.548,874.052,485.934,944.174,830.069,351.718,1053.94,774.609,151.745,1123.32,707.753,184.556,1057.06,858.527,116.797,1019.71,1096.34,865.303,992.305,1151.65,614.402,1021.77,1199.13,464.964,1031.44,1260.56,215.195,1073.19,1181.56,245.69,981.706,1286.89,162.973
269,0,668.611,922.561,1740.02,765.227,1036.23,1774.89,791.103,853.281,1722.68,868.803,962.332,1731.68,873.062,860.864,1565.81,947.927,810.697,1307.39,789.302,1005.17,1466.2,781.539,1033.94,1358.33,987.214,866.985,1487.61,721.469,830.223,1524.11,680.168,725.793,1291.31,711.17,728.974,1125.62,642.601,743.35,1049.64,588.256,849.034,903.618,611.765,778.991,914.287,573.577,821.817,817.447,985.315,1036.5,1557.05,1119.78,1046.97,1357.92,1154.02,989.099,1229.63,,,,1147.2,1130.85,984.224,1200.36,1062.8,991.9,1209.56,1124.67,888.913,736.241,860.834,1023.39,968.746,1068.46,1044.86,946.512,771.115,1126.96,1004.75,823.251,1132.45,790.467,850.592,758.91,873.058,884.916,483.629,939.924,837.425,351.792,1052.97,777.068,155.206,1122.07,711.481,190.881,1056.33,859.949,117.649,1010.63,1112.14,866.094,985.26,1163.9,612.1,1013.25,1210.2,461.147,1021.39,1268.39,210.414,1062.82,1185.95,240.518,971.376,1295.08,159.072
270,0,664.533,931.318,1737.64,759.624,1046.35,1772.37,788.082,863.704,1720.18,864.123,973.872,1728.9,870.044,873.119,1563.25,944.997,823.362,1304.59,783.34,1015.42,1463.42,774.82,1043.81,1355.52,983.773,880.992,1484.84,718.893,839.336,1521.78,679.534,733.09,1289.57,710.228,736.446,1123.78,641.103,748.723,1047.91,584.182,852.341,901.417,609.234,782.86,912.471,569.95,824.219,815.453,978.825,1050.65,1553.85,1113.08,1063.02,1354.66,1148.47,1005.33,1226.66,,,,1139.6,1145.55,980.457,1194.03,1078.65,988.798,1202.3,1140.15,885.504,732.403,870.475,1021.01,962.2,1080.24,1044.46,943.385,782.766,1123.86,1000.9,835.559,1129.43,784.872,862.033,756.38,865.823,896.569,481.436,934.951,845.619,352.285,1051.69,780.155,159.391,1120.34,716.312,198.567,1055.44,861.761,118.725,1000.83,1127,865.749,978.386,1175.53,609.491,1004.33,1220.38,456.691,1012.93,1274.53,205.448,1053.13,1188.65,235.76,963.053,1300.51,153.683
271,0,660.47,939.815,1735.11,753.965,1056.27,1769.69,784.957,874.141,1717.23,859.516,985.478,1726.01,866.844,885.173,1560.53,942.257,835.669,1301.8,777.324,1025.41,1460.47,767.984,1053.57,1352.64,980.068,894.969,1482.01,716.39,848.394,1519.36,678.99,740.126,1287.73,709.439,743.389,1122.03,639.937,753.689,1046.09,580.565,855.125,899.126,607.259,786.424,910.492,566.846,826.159,813.377,972.056,1064.78,1550.54,1105.86,1079.25,1351.24,1142.62,1021.75,1223.65,,,,1131.73,1160.17,976.51,1187.24,1094.79,985.512,1194.43,1155.8,881.893,728.861,880.083,1018.62,955.956,1092.31,1043.72,940.628,794.323,1120.7,997.339,847.464,1126.3,778.683,874.112,753.598,856.955,909.435,479.19,928.967,854.81,353.298,1050.12,784.31,164.782,1118.27,722.515,208.085,1054.29,864.242,120.243,990.77,1139.65,863.793,970.404,1186.46,607.081,995.18,1229.55,452.296,1007.06,1280.2,200.765,1044.13,1190.79,233.447,958.798,1304.76,146.84
272,0,656.281,948.208,1732.64,748.178,1066.1,1767.11,781.827,884.462,1714.16,854.582,996.743,1722.87,863.643,897.144,1557.8,939.647,847.937,1298.97,771.02,1035.41,1457.45,761.073,1063.09,1349.68,976.54,909.21,1479.05,713.907,857.252,1516.92,678.545,747.126,1285.82,708.789,750.158,1120.19,639.033,758.315,1044.29,577.357,857.539,896.729,605.539,789.431,908.545,564.207,827.694,811.142,964.982,1079,1547.34,1098.42,1095.56,1347.84,1136.45,1038.41,1220.56,,,,1123.11,1175.13,972.629,1179.81,1111.04,982.132,1186.39,1171.78,878.329,725.271,889.906,1016.32,949.998,1104.83,1042.27,937.99,805.768,1117.4,994.01,859.503,1123.07,771.749,886.49,750.704,846.584,923.337,476.943,922.011,865.327,354.871,1048.36,789.818,171.203,1115.79,730.751,219.83,1053.17,867.272,122.252,981.693,1150.43,860.589,960.874,1196.95,604.185,987.11,1239.4,449.57,1004.91,1286.16,197.297,1036.73,1193.59,233.366,957.479,1307.42,140.439
273,0,651.964,956.425,1730.25,742.184,1075.69,1764.67,778.451,894.72,1711.15,849.559,1008.3,1719.89,860.338,909.085,1555.18,937.062,860.195,1296.15,764.626,1045.16,1454.51,754.121,1072.33,1346.68,972.806,923.286,1476.24,711.399,865.959,1514.43,678.272,753.997,1283.89,708.279,756.653,1118.23,638.401,762.814,1042.33,574.558,859.604,894.115,604.163,792.213,906.353,562.064,828.881,808.78,957.72,1093.09,1544.12,1090.57,1112.03,1344.31,1129.68,1055.15,1217.34,,,,1114.17,1190.3,968.848,1172.29,1127.54,978.826,1177.77,1187.93,874.784,721.844,898.817,1013.79,943.847,1117.06,1039.86,935.676,817.114,1114.11,990.868,871.411,1120.05,763.829,899.627,747.395,834.445,938.342,474.93,913.87,877.009,357.484,1045.93,796.89,179.839,1112.74,741.414,233.955,1051.81,870.819,125.389,974.393,1160.33,856.351,949.986,1208.38,601.497,979.08,1249.33,447.888,1003.63,1289.95,195.484,1033.85,1197.99,233.938,955.07,1310.03,136.005
274,0,647.457,964.307,1727.97,735.703,1085.11,1762.36,774.901,904.931,1708.36,844.019,1019.65,1717.15,856.754,921.156,1552.65,934.419,872.296,1293.53,758.185,1054.67,1451.67,747.092,1081.31,1343.69,968.942,937.451,1473.57,708.847,874.472,1512.07,678.123,760.779,1281.99,707.96,763.037,1116.34,638.056,766.972,1040.44,572.091,861.314,891.473,603.345,794.797,904.212,560.474,829.722,806.409,950.151,1107.27,1541.01,1082.46,1128.45,1340.99,1122.8,1072.09,1214.22,,,,1104.66,1205.57,965.029,1164.23,1144.29,975.45,1168.65,1204.26,871.191,718.114,907.181,1011.24,937.054,1128.95,1036.81,933.593,828.302,1110.63,987.659,883.656,1116.85,755.139,912.282,744.25,820.966,954.109,473.5,904.62,889.717,361.229,1043.48,806.112,190.324,1109.69,754.702,249.637,1049.33,876.207,130.501,968.9,1170.34,852.633,938.806,1221.3,600.134,970.141,1259.95,446.711,1000.12,1293.91,195.059,1034.39,1204.28,235.454,952.235,1314.04,132.422
275,0,642.623,972.307,1725.66,728.895,1094.56,1760.24,770.98,915.098,1705.78,838.232,1030.94,1714.84,852.899,933.209,1550.22,931.408,884.129,1291.08,751.244,1064.17,1448.91,739.86,1089.97,1340.76,964.913,951.601,1471.09,706.21,882.812,1509.94,678.177,767.33,1280.28,707.805,769.377,1114.55,638.085,771.105,1038.71,570.246,862.782,889.003,602.979,796.986,902.414,559.391,830.243,804.223,942.287,1121.26,1537.97,1073.83,1145.07,1337.68,1115.4,1089.12,1211.16,,,,1094.78,1220.93,961.417,1155.56,1161.08,972.201,1159,1220.68,867.726,714.321,914.609,1008.73,930.12,1140.38,1034.07,931.699,839.376,1107.08,984.34,895.531,1114.27,745.561,924.629,741.304,806.586,969.998,472.898,894.626,903.584,365.941,1039.92,818.023,201.682,1106.22,771.711,265.713,1046.38,884.414,137.06,964.685,1179.86,850.009,930.56,1232.68,598.656,960.712,1270.64,445.647,995.348,1300.97,192.984,1036.54,1213.58,238.348,951.484,1317.98,130.044
276,0,637.526,980.187,1723.48,721.714,1103.87,1758.09,767.007,925.173,1703.67,832.254,1042.16,1712.76,848.857,945.087,1547.97,928.064,895.675,1288.93,744.096,1073.21,1446.4,732.266,1098.29,1338,960.684,965.498,1468.92,703.308,891.025,1508.11,678.302,773.813,1278.87,708.036,775.574,1113.27,638.401,775.179,1037.34,568.804,863.939,886.739,602.911,799.086,900.773,558.844,830.492,802.392,933.957,1135.14,1535.13,1064.69,1161.63,1334.51,1107.55,1106.18,1208.22,,,,1084.18,1236.23,957.874,1146.6,1178.02,969.226,1148.73,1237.25,864.484,710.388,921.221,1006.3,922.99,1150.73,1032.22,929.537,849.888,1103.75,980.677,906.737,1112.51,735.319,936.21,739.104,791.533,985.626,473.302,884.178,918.31,371.615,1035.84,831.689,213.495,1101.99,791.635,281.717,1042.12,894.243,144.263,959.305,1189.59,849.008,923.999,1242.84,599.112,952.364,1280.7,444.12,991.207,1306.54,189.853,1039.05,1223.64,241.735,952.169,1319.92,129.447
277,0,632.188,987.973,1721.59,714.402,1113.17,1756.23,762.586,935.164,1701.68,825.945,1053.26,1710.85,844.389,956.757,1546.04,924.257,906.454,1287.44,736.771,1081.89,1443.99,724.53,1105.87,1335.28,955.94,979.229,1467.03,700.09,899.072,1506.74,678.777,779.955,1278.09,708.507,781.667,1112.52,639.053,779.007,1036.49,567.888,864.88,884.909,603.362,800.856,899.771,558.842,830.444,800.91,925.148,1148.66,1532.52,1055.03,1178.01,1331.7,1099.16,1123.23,1205.49,,,,1073.1,1251.61,954.702,1136.79,1195.13,966.396,1137.87,1253.89,861.425,706.237,927.151,1004.16,916.167,1160.44,1032.07,926.882,859.785,1101,976.651,916.797,1111.65,724.689,946.953,737.777,776.063,1000.71,474.632,873.022,933.541,377.51,1030.87,847.435,225.137,1097.2,813.298,296.775,1036.48,905.744,152.378,952.199,1200.63,850.143,916.196,1253.66,599.646,946.53,1289.98,443.077,990.636,1308.29,188.995,1039.21,1232.34,243.452,951.807,1320.87,128.893
278,0,626.614,995.807,1720.21,706.826,1122.26,1754.73,757.868,945.066,1700.23,819.204,1064.17,1709.2,839.466,968.09,1544.7,920.279,916.92,1286.5,729.128,1089.99,1441.9,716.523,1112.92,1332.97,950.719,992.591,1465.52,696.491,906.791,1505.85,679.001,786.041,1277.71,709.291,787.738,1112.24,640.166,782.577,1036.23,567.542,865.604,883.672,604.258,802.522,899.079,559.489,830.198,800.055,915.918,1161.89,1530.23,1044.87,1194.23,1329.23,1090.36,1140.24,1203.1,,,,1061.37,1266.95,951.833,1126.55,1212.16,963.885,1126.26,1270.44,858.757,702.091,932.601,1002.45,909.054,1169.12,1033.18,923.992,869.866,1098.76,972.25,926.636,1110.83,714.258,956.864,737.457,760.743,1015.06,476.989,861.735,949.097,383.556,1025.03,864.826,236.045,1092.09,836.537,309.983,1029.16,919.506,160.604,944.199,1211.52,851.786,908.38,1264.75,598.929,942.687,1297.64,442.648,992.93,1309.06,190.402,1037.07,1238.95,244.646,952.048,1322.02,128.662
279,0,620.67,1003.54,1719.37,699.009,1131.38,1753.44,752.79,954.659,1699.4,812.213,1074.79,1707.92,834.232,979.078,1543.98,915.916,927.319,1285.96,721.28,1097.61,1440.28,708.244,1119.43,1331.09,944.886,1005.73,1464.35,692.68,914.214,1505.55,678.944,791.976,1277.9,710.173,793.581,1112.69,641.627,786.224,1036.33,567.744,866.184,882.941,605.962,804.131,898.894,560.861,829.73,799.661,906.072,1174.72,1528.3,1034.03,1210.14,1327.11,1080.97,1157.02,1201.01,,,,1049.07,1282.23,949.441,1115.79,1229.22,961.806,1114.1,1287.09,856.461,697.946,938.062,1001.27,901.618,1177.43,1034.55,920.769,879.192,1097.86,967.771,935.828,1110.53,704.035,966.016,738.013,745.834,1028.41,480.437,850.317,964.816,389.743,1018.44,883.696,245.354,1087.09,861.986,320.301,1019.41,935.279,167.816,936.789,1221.64,852.51,903.013,1274.19,598.512,939.939,1303.48,442.052,993.675,1310.38,190.644,1033.99,1242.87,245.293,952.506,1323.05,128.461
280,0,614.285,1011.35,1719.03,690.901,1140.44,1752.58,747.067,964.193,1699.12,804.681,1085.29,1707.01,828.579,989.606,1543.69,911.212,937.565,1286.01,713.099,1104.96,1439.31,699.599,1125.54,1329.86,938.613,1018.2,1463.87,688.275,921.268,1505.8,678.691,797.629,1278.73,711.16,799.288,1113.77,643.248,789.689,1036.86,568.299,866.451,882.663,608.054,805.606,899.345,562.902,829.236,799.699,895.925,1186.87,1526.87,1022.54,1225.54,1325.34,1070.84,1173.36,1199.36,,,,1036.39,1297.23,947.563,1104.56,1246.05,960.252,1101.4,1303.75,854.741,693.493,943.804,1001.1,894.108,1185.98,1035.21,916.839,888.286,1097.69,963.195,945.154,1110.77,694.454,974.352,739.306,730.977,1040.88,484.483,838.383,980.038,395.659,1010.11,903.874,252.62,1081.23,889.744,326.895,1007.39,953.352,173.389,930.007,1231.3,853.244,900.361,1280.93,598.436,937.877,1307.98,441.16,992.195,1312.7,189.014,1030.9,1243.57,244.958,952.581,1323.46,128.23
281,0,607.376,1019.11,1719.22,682.328,1149.45,1752.02,740.79,973.582,1699.5,796.817,1095.41,1706.71,822.469,999.805,1543.89,906.245,947.562,1286.66,704.492,1111.76,1438.76,690.583,1131.45,1329.25,931.96,1030.63,1464.01,683.853,928.197,1506.45,678.112,803.045,1280.15,712.143,804.639,1115.59,645.239,793.148,1037.94,569.346,866.692,882.789,610.789,807.373,899.946,565.54,828.813,800.121,885.404,1198.53,1525.92,1010.43,1240.45,1324.07,1060.17,1189.4,1198.06,,,,1022.75,1312.24,946.326,1092.21,1262.83,958.997,1088.02,1320.31,853.667,688.633,950.265,1001.9,886.492,1194.63,1035.39,912.577,897.476,1098.24,958.341,954.333,1111.57,685.293,982.094,741.258,715.761,1052.35,488.728,825.61,995.069,400.484,999.912,926.096,256.596,1072.23,917.189,330.353,994.694,975.615,176.903,923.531,1239.72,853.399,897.892,1285.68,597.339,935.65,1312.17,439.973,990.174,1314.61,187.614,1028.95,1242.44,244.455,952.41,1323.7,128.011
282,0,599.947,1026.79,1719.87,673.309,1158.14,1751.89,733.801,982.919,1700.44,788.421,1105.3,1706.92,815.867,1009.7,1544.58,901.265,957.174,1288.08,695.748,1118.15,1438.67,681.298,1137.17,1329.23,924.918,1042.42,1464.73,679.004,934.821,1507.52,677.324,808.404,1282.04,712.868,809.761,1117.86,646.95,796.121,1039.65,570.669,867.029,883.294,613.741,808.772,901.274,568.667,828.556,800.872,874.474,1209.66,1525.43,997.925,1254.62,1323.26,1048.96,1204.81,1197.33,,,,1008.69,1326.56,945.429,1079.55,1279.11,958.625,1074.03,1336.68,853.297,683.807,956.939,1003.54,879.03,1203.35,1035.32,907.689,906.616,1099.6,953.136,963.833,1112.92,675.846,989.197,743.443,700.419,1063.58,492.586,812.184,1010.84,403.989,987.726,949.94,257.562,1060.31,942.674,330.617,980.631,1000.59,178.694,917.834,1246.67,852.43,894.509,1289.14,595.191,933.986,1314.85,438.95,990.049,1314.71,187.558,1028.09,1240.81,244.882,952.051,1323.72,127.726
283,0,592.03,1034.15,1720.81,663.811,1166.6,1752.03,726.606,991.607,1702.01,779.633,1114.83,1707.62,808.888,1019.31,1545.72,895.402,967.263,1289.61,686.556,1124.6,1439.31,671.848,1142.75,1329.76,917.468,1053.93,1465.95,673.797,941.323,1508.95,676.287,813.317,1284.4,713.306,814.455,1120.63,648.555,799.018,1041.75,572.583,867.24,884.238,616.718,810.334,902.924,572.179,828.423,801.953,863.302,1220.38,1525.74,985.026,1268.07,1323.05,1036.99,1219.74,1197.22,,,,994.035,1340.61,945.531,1066.09,1295,958.69,1059.41,1352.59,853.462,678.552,964.003,1005.66,871.802,1212.37,1034.98,902.555,915.76,1101.44,947.313,973.651,1114.81,666.402,996.244,746.339,685.127,1074.26,496.51,797.572,1026.68,405.772,973.733,975.059,256.009,1046.73,966.44,328.268,964.659,1028.58,179.202,912.106,1253.56,851.943,891.416,1292.6,594.285,932.11,1316.83,438.418,990.437,1314.02,187.837,1027.37,1239.52,245.579,951.737,1323.43,127.332
284,0,583.751,1041.21,1722.09,653.852,1174.72,1752.6,718.812,1000.1,1703.82,770.376,1123.99,1708.71,801.662,1028.67,1547.19,889.197,977.342,1291.43,677.321,1130.75,1440.3,662.205,1148.23,1330.78,909.588,1065.19,1467.49,668.368,947.578,1510.72,675.16,818.213,1287.21,713.445,818.895,1123.79,650.006,801.712,1044.38,574.468,867.62,885.515,619.563,811.729,905.036,575.906,828.4,803.346,851.88,1230.64,1526.62,971.909,1280.91,1323.52,1024.68,1233.95,1197.6,,,,978.757,1353.97,946.115,1051.99,1310.23,959.295,1043.94,1368.06,854.277,673.803,970.565,1008.14,864.555,1220.86,1034.91,897.08,924.76,1103.56,941.251,983.601,1117.06,656.859,1002.99,749.826,670.069,1084.33,500.294,782.422,1042.81,406.21,957.827,1001.12,252.361,1031.75,990.472,322.627,945.976,1057.88,178.473,906.661,1259.69,851.725,888.452,1295.36,593.865,929.912,1318.38,437.966,989.702,1314.3,187.728,1026.94,1238.53,245.794,951.359,1323.27,127.202
285,0,575.113,1047.86,1723.59,643.523,1182.34,1753.48,710.675,1008.26,1705.92,760.781,1132.77,1710.22,794.114,1037.53,1549.05,882.731,987.303,1293.46,667.755,1136.76,1441.77,652.447,1153.61,1332.23,901.266,1076.3,1469.42,662.79,953.71,1512.71,673.876,822.966,1290.31,713.48,823.161,1127.37,651.269,804.426,1047.18,576.407,868.327,887.092,622.077,812.751,907.512,579.771,828.619,805.055,840.188,1240.53,1528.08,958.629,1293.18,1324.62,1012.06,1247.46,1198.6,,,,962.896,1366.72,947.306,1037.31,1324.76,960.42,1027.84,1382.95,855.766,668.403,977.654,1010.92,857.133,1228.96,1035.24,891.097,934.025,1105.73,934.854,993.393,1119.6,647.05,1009.61,753.842,655.195,1094.36,503.566,766.71,1059,405.626,940.336,1027.51,247.076,1015.68,1016.23,314.669,924.9,1087.14,176.452,901.075,1265.4,851.907,884.597,1297.54,593.479,928.106,1319.11,437.628,988.388,1314.88,187.117,1026.69,1238.43,246.012,951.057,1323.2,127.367
286,0,566.077,1054.15,1725.23,632.836,1189.53,1754.61,702.216,1015.91,1708.32,750.783,1141.09,1712.01,786.413,1046.28,1550.95,876.109,997.221,1295.72,658.189,1142.65,1443.58,642.564,1158.87,1333.91,892.681,1087.17,1471.43,657.005,959.677,1514.83,672.348,827.702,1293.65,713.313,827.357,1131.22,652.496,807.201,1050.29,578.799,868.727,888.92,624.963,814.378,910.188,583.624,828.751,806.937,828.224,1250.06,1530.04,945.27,1304.92,1326.32,999.156,1260.45,1200.14,,,,946.674,1378.58,949.008,1022.08,1338.6,961.913,1010.91,1396.83,857.26,662.559,984.522,1013.82,849.277,1237.14,1036.05,885.144,942.825,1108.31,928.169,1002.77,1122.42,637.541,1015.51,757.868,640.712,1104.19,506.404,750.575,1075.36,404.147,921.061,1054.04,240.362,998.896,1043.28,304.807,900.761,1116.17,173.112,895.042,1270.98,852.398,881.385,1299.3,593.142,926.929,1319.3,437.589,987.937,1314.89,187.132,1026.76,1239.4,246.57,950.923,1322.97,127.41
287,0,556.791,1060.04,1726.91,621.864,1196.24,1755.87,693.431,1023.14,1710.76,740.56,1148.92,1713.98,778.474,1054.87,1552.97,869.195,1007.04,1298,648.433,1148.26,1445.52,632.548,1164.12,1335.93,883.735,1097.85,1473.6,651.005,965.546,1516.97,670.658,832.682,1296.97,713.093,831.694,1135.2,653.564,809.777,1053.74,581.044,869.233,890.889,627.448,815.466,913.2,587.47,828.889,809.08,816.048,1259.22,1532.32,931.797,1316.29,1328.45,986.131,1273.08,1202.1,,,,929.979,1389.97,951.155,1006.41,1351.82,963.746,993.681,1410.26,859.57,656.535,990.998,1016.74,840.999,1244.97,1037.16,878.927,951.275,1111.13,921.313,1011.7,1125.52,627.191,1021.44,762.305,626.309,1113.85,509,733.712,1091.38,402.056,899.645,1080.68,232.561,980.76,1070.75,293.53,873.966,1144.23,169.067,889.338,1276.09,852.843,880.163,1300.02,592.983,926.53,1319.14,437.785,988.54,1314.18,187.772,1027.06,1240.83,246.726,951.062,1322.69,127.587
