,,Daunel:LFHD,,,Daunel:RFHD,,,Daunel:LBHD,,,Daunel:RBHD,,,Daunel:C7,,,Daunel:T10,,,Daunel:CLAV,,,Daunel:STRN,,,Daunel:RBAK,,,Daunel:LSHO,,,Daunel:LUPA,,,Daunel:LELB,,,Daunel:LFRM,,,Daunel:LWRA,,,Daunel:LWRB,,,Daunel:LFIN,,,Daunel:RSHO,,,Daunel:RUPA,,,Daunel:RELB,,,Daunel:RFRM,,,Daunel:RWRA,,,Daunel:RWRB,,,Daunel:RFIN,,,Daunel:LASI,,,Daunel:RASI,,,Daunel:LPSI,,,Daunel:RPSI,,,Daunel:LTHI,,,Daunel:LKNE,,,Daunel:LTIB,,,Daunel:LANK,,,Daunel:LHEE,,,Daunel:LTOE,,,Daunel:RTHI,,,Daunel:RKNE,,,Daunel:RTIB,,,Daunel:RANK,,,Daunel:RHEE,,,Daunel:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
231,0,315.722,1101.42,1681.49,338.201,1247.87,1722.21,457.671,1104.77,1673.97,467.708,1238.01,1687.02,542.163,1166.22,1520.38,652.634,1161.56,1272.08,402.1,1223.93,1427.96,388.437,1249.48,1302.76,640.057,1239.51,1454.06,445.874,1052.35,1475.19,535.852,924.31,1277.11,598.132,916.779,1125.68,562.227,869.968,1041.05,502.313,896.685,864.228,551.608,854.309,900.759,524.732,844.208,792.37,530.64,1371.29,1516.88,577.343,1492.66,1314.28,601.866,1502.8,1143.11,,,,359.007,1505.23,1014.7,428.494,1544.23,980.538,323.147,1558.07,924.802,439.359,1128.81,994.629,622.187,1393.44,1000.82,668.052,1105.18,1088.01,705.811,1170.7,1106.43,404.425,1127.36,741.773,336.24,1216.77,481.343,291.718,1246.55,337.884,208.556,1318.94,126.573,295.296,1356.81,87.2493,123.848,1352.97,144.204,719.139,1386.11,821.177,792.646,1342.17,569.977,870.616,1332.09,423.08,961.23,1291.94,184.031,987.614,1223.24,254.633,922.864,1296.91,127.94
232,0,303.655,1103.43,1678.75,325.795,1249.98,1719.53,445.577,1107.21,1670.98,455.287,1240.5,1684.13,529.587,1169.12,1517.54,640.788,1165.85,1269.5,389.517,1226.73,1424.93,376.27,1252.66,1299.69,627.59,1243,1451.75,433.688,1055.19,1471.8,525.525,927.743,1274.54,588.837,920.493,1123.6,554.231,872.918,1038.97,496.245,898.709,861.342,545.243,856.703,898.586,519.87,846.325,789.68,517.543,1374.16,1514.7,563.4,1496.02,1312.38,586.496,1507.26,1140.73,,,,340.983,1507.01,1017.09,409.39,1546.58,981.49,302.814,1559.44,927.939,428.043,1134.08,992.273,610.71,1398.6,998.63,656.664,1110.09,1085.24,694.274,1175.49,1103.91,391.439,1131.65,740.107,322.766,1220.61,479.321,279.102,1249.74,335.492,196.358,1320.47,123.761,282.968,1359.52,84.7238,111.301,1353.57,140.659,708.446,1391.33,819.358,783.79,1346.93,568.67,864.161,1335.76,423.058,959.134,1293.6,186.054,984.258,1225.57,257.771,921.796,1297.84,129.098
233,0,291.225,1105.36,1676.1,313.083,1251.92,1716.88,433.183,1109.49,1668.13,442.529,1242.84,1681.32,516.74,1171.85,1514.88,628.655,1170.02,1267.12,376.626,1229.41,1422.1,363.727,1255.81,1296.75,614.754,1246.3,1449.66,421.207,1057.83,1468.51,514.646,931.022,1271.9,579.141,923.638,1121.61,545.411,875.949,1036.74,489.443,901.267,858.433,537.868,859.226,896.389,513.719,848.642,787.12,504.047,1376.85,1512.64,549.266,1499.29,1310.69,571.24,1511.15,1138.61,,,,323.394,1508.82,1019.4,390.84,1548.82,982.466,283.19,1560.59,930.865,416.421,1139,990.364,598.662,1403.66,996.54,644.924,1115.06,1082.7,682.406,1180.45,1101.55,377.857,1135.79,738.942,308.907,1224.44,477.65,267.499,1252.67,332.843,187.447,1321.73,119.708,274.379,1361.12,81.4729,101.916,1353.99,135.382,697.19,1396.57,817.681,774.351,1351.73,567.526,857.146,1339.57,423.144,956.664,1295.67,188.436,980.785,1228.5,261.368,920.268,1299.13,130.622
234,0,278.492,1107.07,1673.65,299.976,1253.74,1714.47,420.434,1111.63,1665.5,429.444,1244.99,1678.71,503.591,1174.41,1512.39,616.176,1174.16,1264.89,363.441,1231.82,1419.4,350.835,1258.68,1294.02,601.585,1249.48,1447.73,408.568,1060.28,1465.36,503.408,934.159,1269.2,568.759,926.889,1119.4,535.932,879.014,1034.39,481.513,903.866,855.54,529.657,861.988,893.99,506.609,851.304,784.437,490.151,1379.39,1510.76,534.984,1502.27,1309.17,556.17,1514.98,1136.76,,,,306.29,1510.47,1021.54,372.812,1550.94,983.409,264.251,1561.82,933.628,404.56,1143.83,988.922,585.955,1408.58,994.486,632.985,1119.96,1080.31,670.181,1185.41,1099.3,363.839,1139.82,738.04,295.038,1228.07,476.084,256.898,1255.31,329.953,181.65,1322.8,114.837,268.893,1362.37,77.8815,95.5576,1354.37,128.735,685.342,1401.79,816.078,764.219,1356.67,566.418,849.544,1343.63,423.48,953.937,1298.01,191.221,977.018,1231.8,265.491,918.91,1300.55,132.394
235,0,265.452,1108.62,1671.41,286.542,1255.38,1712.16,407.302,1113.62,1663.09,416.013,1246.97,1676.35,490.119,1176.8,1510.08,603.299,1178.18,1262.85,349.949,1233.97,1416.89,337.516,1261.4,1291.61,588.031,1252.57,1445.95,395.679,1062.51,1462.43,491.778,937.075,1266.53,557.777,930.325,1117.1,525.666,882.207,1032.02,472.726,906.754,852.773,520.548,864.893,891.669,498.615,854.449,781.72,475.874,1381.69,1509.09,520.464,1505.1,1307.89,541.255,1518.39,1135.17,,,,289.663,1512.16,1023.61,355.431,1552.98,984.354,246.143,1563.04,936.154,392.314,1148.3,987.744,572.736,1413.45,992.555,620.652,1124.82,1078.19,657.555,1190.38,1097.29,349.683,1143.55,737.653,281.473,1231.53,474.396,247.461,1257.82,326.812,178.751,1324.01,109.103,266.412,1363.99,74.3259,92.1331,1354.68,120.956,672.869,1406.76,814.505,753.487,1361.78,565.485,841.368,1347.86,423.994,950.849,1300.58,194.532,972.807,1235.36,270.131,917.057,1301.82,134.103
236,0,252.115,1110.03,1669.33,272.793,1256.85,1710.12,393.929,1115.37,1660.97,402.272,1248.81,1674.23,476.427,1179.05,1507.96,590.011,1182.32,1260.97,336.077,1236.05,1414.69,323.7,1263.85,1289.51,574.143,1255.56,1444.35,382.607,1064.54,1459.79,479.77,939.872,1264.03,546.288,933.376,1114.87,514.857,885.186,1029.79,462.961,909.982,850.055,510.482,868.121,889.206,489.272,857.662,779.125,461.305,1383.79,1507.58,505.725,1507.77,1306.93,526.67,1521.69,1133.97,,,,273.546,1513.75,1025.46,338.606,1554.76,985.166,228.601,1564.36,938.557,379.613,1152.48,986.668,558.928,1418.14,990.75,607.876,1129.64,1076.44,644.33,1195.47,1095.47,335.736,1147.12,737.139,268.361,1234.81,472.577,239.227,1260.35,323.341,178.288,1325.07,103.386,266.571,1365.92,70.7552,91.2755,1355.19,112.399,659.824,1411.85,813.173,741.855,1367.01,564.416,832.512,1352.24,424.73,947.308,1303.23,198.204,968.024,1238.98,275.239,914.917,1303.71,136.603
237,0,238.458,1111.21,1667.5,258.77,1258.14,1708.29,380.264,1116.95,1659.14,388.275,1250.36,1672.33,462.536,1181.16,1506.03,576.26,1186.3,1259.23,321.932,1237.68,1412.75,309.471,1266.03,1287.68,559.934,1258.38,1442.86,369.368,1066.43,1457.34,467.372,942.658,1261.58,534.322,936.538,1112.7,503.305,888.426,1027.42,452.16,913.382,847.498,499.54,871.436,886.83,479.089,861.21,776.636,446.402,1385.79,1506.34,490.764,1510.19,1306.13,512.201,1524.65,1133.06,,,,257.898,1515.35,1027.12,322.337,1556.69,986.231,211.824,1565.75,940.74,366.268,1156.35,985.514,544.35,1422.43,989.105,594.627,1134.48,1074.76,630.56,1200.64,1093.84,322.043,1150.34,736.78,256.121,1237.83,470.387,232.143,1263,319.887,178.392,1326.29,98.8137,268.293,1367.63,67.082,91.4049,1355.97,103.614,646.143,1416.59,811.651,729.278,1372.45,563.35,822.557,1357.03,425.265,943.093,1306.1,202.275,962.433,1242.75,280.84,912.31,1305.61,139.129
238,0,224.504,1112.14,1666.11,244.575,1259.26,1706.96,366.319,1118.3,1657.59,374.043,1251.73,1670.8,448.406,1183.22,1504.62,562.043,1190.21,1257.82,307.639,1239.06,1411.01,294.811,1267.93,1286.25,545.398,1260.92,1441.74,355.859,1068.01,1455.28,454.634,945.284,1259.27,521.789,939.958,1110.48,491.044,892.096,1024.93,440.482,917.023,845.13,487.729,875.019,884.476,467.641,865.17,774.033,431.208,1387.56,1505.37,475.693,1512.67,1305.72,497.94,1527.45,1132.49,,,,242.702,1516.99,1028.65,306.706,1558.42,987.04,195.701,1567.18,942.618,352.491,1159.63,984.358,529.286,1426.64,987.637,581.117,1139.22,1073.67,616.489,1205.77,1092.66,309.086,1153.66,736.049,245.2,1240.2,468.276,225.059,1266.21,317.759,172.857,1328.59,97.7038,266.562,1369.11,68.5893,85.6284,1357.66,96.5297,631.669,1421.63,810.368,715.416,1378.14,562.013,811.729,1361.93,425.967,938.148,1309.16,206.734,955.782,1246.45,286.988,909.065,1307.74,142.086
239,0,210.24,1112.84,1665.42,229.887,1260.05,1706.24,351.966,1119.43,1656.55,359.283,1253.03,1669.88,433.809,1185.08,1503.78,547.84,1194.01,1257.01,292.68,1240.53,1410.14,279.869,1269.67,1285.34,530.524,1263.36,1441.12,342.089,1069.38,1453.66,441.713,947.884,1257.24,508.763,943.125,1108.4,478.163,895.595,1022.52,427.819,920.901,842.816,475.116,878.933,882.116,455.061,869.186,771.766,415.752,1389.34,1504.81,460.648,1514.92,1305.55,483.769,1530.05,1132.28,,,,227.99,1518.63,1029.94,291.58,1559.99,987.733,180.338,1568.63,944.13,338.765,1162.52,983.643,513.678,1430.83,986.304,567.577,1143.75,1073.02,602.612,1210.92,1091.88,296.983,1156.76,735.368,234.756,1241.86,467.852,214.888,1267.71,318.073,165.516,1329.56,95.5274,259.391,1370.54,71.8104,77.0732,1359.45,91.7618,616.25,1426.56,808.983,700.01,1383.74,560.383,799.473,1367.09,426.671,932.123,1312.67,211.784,947.722,1250.34,293.591,905.111,1310.24,145.345
240,0,195.58,1113.39,1665.04,214.81,1260.46,1705.89,337.314,1120.47,1656.18,344.196,1253.96,1669.55,418.797,1186.93,1503.28,533.584,1197.85,1256.72,277.741,1241.65,1409.68,264.842,1271.12,1284.9,515.421,1265.93,1440.95,328.191,1070.74,1452.5,428.382,950.525,1255.51,495.307,946.743,1106.39,464.981,899.1,1020.63,414.2,924.853,840.906,461.705,882.883,880.084,441.7,873.687,769.612,399.851,1391.14,1504.71,445.62,1517.09,1305.8,469.73,1532.52,1132.51,,,,213.695,1520.32,1031.01,277.069,1561.69,988.48,165.713,1569.97,945.238,325.023,1165.03,983.722,497.661,1434.74,985.383,554.1,1148.6,1073.01,589.073,1216.16,1091.39,285.529,1159.42,734.915,222.359,1243.51,468.751,202.374,1269.12,318.344,160.327,1331.02,93.8396,254.455,1371.2,74.653,72.9722,1362.27,87.4889,599.932,1431.52,807.534,682.719,1390.3,558.625,785.5,1372.98,427.533,924.872,1316.75,217.591,938.192,1254.73,301.205,900.648,1313.06,149.083
241,0,180.758,1113.86,1664.78,199.481,1260.87,1705.63,322.448,1121.3,1656.06,328.927,1254.79,1669.45,403.854,1188.84,1503.04,519.344,1201.76,1256.89,262.706,1242.66,1409.52,249.556,1272.34,1284.74,500.036,1268.58,1441.15,314.329,1072.03,1451.87,414.978,953.172,1254.21,481.327,950.165,1104.75,450.971,902.798,1018.91,399.585,929.117,839.392,447.397,887.241,878.251,427.005,878.283,767.914,383.513,1392.81,1504.93,430.569,1518.99,1306.5,455.877,1534.47,1133.33,,,,199.861,1522.09,1031.86,263.232,1563.48,989.227,151.839,1571.62,946.073,311.43,1167.3,984.652,481.27,1438.34,984.703,540.992,1153.66,1073.55,575.068,1221.87,1091.22,274.294,1161.61,734.957,208.569,1245.71,469.496,192.384,1271.13,318.61,157.151,1332.23,92.1033,251.904,1370.87,75.752,70.5438,1364.87,82.301,582.67,1436.49,805.992,663.507,1397.76,556.428,770.017,1379.67,428.393,916.547,1321.15,224.055,926.938,1259.79,309.498,895.249,1316.32,153.316
242,0,165.926,1114.18,1664.64,184.17,1261.3,1705.47,307.59,1122.02,1656.1,313.677,1255.57,1669.49,389.022,1190.72,1503.06,505.02,1205.78,1257.32,247.532,1243.54,1409.49,234.163,1273.41,1284.88,484.48,1271.39,1441.67,300.582,1073.32,1451.65,401.356,955.804,1253.14,467.098,953.51,1103.47,436.407,906.612,1017.33,384.076,933.682,838.31,432.174,891.733,876.698,411.468,883.323,766.361,366.775,1394.46,1505.47,415.436,1520.73,1307.5,442.325,1536.28,1134.55,,,,186.458,1523.84,1032.47,250.001,1565.21,989.907,138.723,1573.35,946.463,298.054,1169.06,985.937,464.411,1441.67,984.152,528.231,1158.7,1074.37,561.626,1227.38,1091.35,262.646,1163.21,735.504,195.684,1248.02,469.59,183.492,1272.77,317.68,154.912,1333.35,90.8055,251.658,1370.66,76.0147,68.8906,1366.55,78.0653,564.618,1441.54,804.268,642.692,1406.4,553.637,753.103,1387.27,429.344,906.879,1326.22,231.302,913.697,1265.45,318.145,888.503,1320.16,157.837
243,0,151.154,1114.47,1664.6,169.013,1261.68,1705.4,292.865,1122.7,1656.22,298.61,1256.24,1669.55,374.333,1192.52,1503.26,490.819,1209.66,1257.92,232.42,1244.23,1409.58,218.685,1274.24,1285.12,468.904,1274.16,1442.34,286.909,1074.57,1451.79,387.628,958.385,1252.44,452.599,957.024,1102.5,421.365,910.277,1016.03,367.492,938.413,837.329,416.184,896.32,875.321,394.736,888.595,765.014,349.812,1395.9,1506.15,400.27,1522.34,1308.88,429.06,1537.93,1136.07,,,,173.507,1525.63,1032.82,237.238,1566.77,990.514,126.213,1575.06,946.462,284.915,1170.36,987.274,447.278,1444.67,983.713,515.468,1163.45,1075.3,547.81,1232.85,1091.61,250.232,1164.6,736.341,183.728,1250.22,469.257,174.864,1274.84,317.138,152.22,1334.16,89.6818,250.649,1370.47,76.7039,66.8433,1367.86,74.9839,545.737,1446.75,802.414,620.498,1415.49,550.528,734.412,1395.74,430.144,895.336,1332.3,239.143,898.669,1271.89,326.963,880.374,1324.52,162.959
244,0,136.755,1114.69,1664.68,154.071,1261.9,1705.4,278.468,1123.39,1656.38,283.696,1256.84,1669.65,359.804,1194.29,1503.62,476.822,1213.46,1258.62,217.441,1244.9,1409.74,203.326,1274.92,1285.42,453.433,1276.93,1443.11,273.41,1075.88,1452.12,373.894,960.688,1251.84,437.886,960.553,1101.4,405.885,914.193,1014.57,350.261,943.218,836.858,399.403,901.126,873.838,376.784,893.975,763.802,332.915,1397.3,1506.93,384.917,1523.94,1310.32,415.989,1539.49,1137.88,,,,160.923,1527.48,1032.95,224.982,1568.61,991.068,114.319,1576.87,946.194,272.045,1171.06,988.309,429.882,1447.4,983.296,502.847,1168.04,1076.2,534.183,1237.93,1091.88,236.666,1165.97,737.161,172.865,1251.62,468.797,167.056,1276.38,316.725,149.575,1334.74,88.3954,247.294,1370.4,77.7987,64.4522,1368.48,71.2313,526.074,1452.07,800.411,597.024,1425.29,547.477,713.793,1404.73,430.599,881.751,1338.79,246.763,881.596,1279.65,336.065,870.948,1329.26,169.315
245,0,122.656,1114.83,1664.73,139.342,1261.98,1705.52,264.459,1124.15,1656.46,268.962,1257.7,1669.78,345.367,1196.13,1503.83,463.01,1217,1259.23,202.605,1245.55,1409.99,188.217,1275.45,1285.73,438.246,1279.72,1443.85,260.056,1077.18,1452.53,360.148,962.884,1251.41,423.24,963.609,1100.25,390.389,917.512,1013.39,332.085,948.094,836.426,381.882,905.963,872.571,357.962,899.714,762.688,316.238,1398.59,1507.69,369.451,1525.74,1311.86,403.092,1541.23,1139.79,,,,148.665,1529.28,1032.69,213.1,1570.19,991.473,102.973,1578.43,945.274,259.316,1171.39,988.925,412.422,1449.8,982.857,490.211,1172.33,1076.83,520.477,1242.66,1092.07,223.636,1167.58,737.797,162.764,1252.69,468.226,159.782,1277.21,316.01,147.385,1335.37,87.2164,245.181,1370.7,78.9268,62.9219,1368.45,67.7603,505.652,1457.69,798.358,572.279,1435.77,544.132,691.392,1414.36,430.903,866.274,1345.85,254.869,862.327,1288.96,345.509,860.045,1334.33,176.438
246,0,108.931,1114.86,1664.82,124.856,1262.13,1705.82,250.629,1124.86,1656.5,254.534,1258.51,1670,331.375,1198.01,1504.21,449.374,1220.25,1259.83,188.053,1246.16,1410.24,173.396,1275.96,1286.09,423.359,1282.49,1444.47,246.954,1078.46,1453,346.376,964.761,1250.94,408.556,966.166,1098.94,374.429,921.25,1011.78,313.196,953.099,836.381,363.832,910.986,871.067,338.357,905.763,761.632,299.944,1399.95,1508.37,353.959,1527.64,1313.26,390.284,1543.19,1141.67,,,,136.683,1531.16,1032.2,201.551,1572,991.581,91.7757,1580.24,944.383,246.616,1171.55,989.28,394.86,1452.03,982.502,477.508,1176.23,1077.31,506.739,1246.93,1092.03,212.052,1169.04,737.559,153.179,1253.57,467.498,153.361,1278.14,315.039,145.728,1336.23,86.4558,244.344,1371.28,79.3685,61.599,1369.3,66.4238,484.665,1463.49,796.421,546.076,1446.17,540.432,667.003,1424.28,431.069,848.719,1353.19,263.378,841.238,1299.06,354.86,847.165,1340.44,183.784
247,0,95.4894,1114.83,1664.95,110.59,1262.18,1706.25,237.093,1125.63,1656.65,240.265,1259.38,1670.4,317.729,1199.88,1504.6,435.804,1223.17,1260.28,173.853,1246.76,1410.55,158.949,1276.42,1286.47,408.88,1285.12,1444.95,234.172,1079.76,1453.61,332.655,966.399,1250.56,393.769,968.422,1097.63,358.275,924.335,1010.5,293.709,958.184,836.51,345.147,915.719,869.859,317.722,911.864,760.741,284.273,1401.36,1508.96,338.684,1529.8,1314.55,377.553,1545.24,1143.4,,,,124.98,1533.03,1031.27,190.259,1573.87,991.439,81.006,1582.1,942.982,233.886,1171.41,989.218,377.24,1454.05,982.237,464.795,1179.7,1077.48,492.965,1250.77,1091.77,201.882,1170.18,736.871,143.789,1254.37,466.614,147.575,1278.98,314.254,144.794,1336.87,86.1432,243.627,1371.16,79.8891,60.9032,1370.66,65.8897,463.071,1469.71,794.93,519.064,1456.35,537.448,640.873,1434.01,431.273,828.941,1361.05,272.151,818.252,1309.45,363.983,832.515,1347,191.412
248,0,82.3617,1114.84,1665.2,96.5309,1262.14,1706.67,223.911,1126.61,1656.98,226.219,1260.31,1670.95,304.413,1201.73,1505.09,422.429,1225.84,1260.65,160.016,1247.53,1411.08,144.931,1276.85,1286.91,394.744,1287.6,1445.37,221.756,1080.95,1454.28,318.999,967.977,1250.18,378.843,970.425,1096.3,341.644,927.535,1008.99,273.739,963.343,836.828,325.908,920.725,868.489,296.279,918.242,760.127,269.181,1402.79,1509.42,323.812,1532.12,1315.71,364.78,1547.55,1145,,,,113.492,1535.07,1030.06,179.053,1576.13,991.208,70.4706,1583.89,941.147,221.126,1170.96,989.015,359.701,1455.93,982.118,452.108,1182.92,1077.74,479.18,1254.41,1091.24,192.342,1171.03,735.796,134.981,1255.17,465.944,141.668,1279.7,313.773,143.967,1337.36,85.7656,242.827,1371.27,80.2473,60.4564,1370.93,65.1281,441.149,1475.82,793.699,491.163,1466.03,534.9,613.659,1443.26,431.489,807.499,1369.52,280.789,793.422,1319.77,372.432,816.015,1353.84,199.547
249,0,69.4955,1114.92,1665.62,82.6465,1262.29,1707.29,211.055,1127.73,1657.51,212.399,1261.33,1671.68,291.468,1203.63,1505.64,409.322,1228.44,1261.01,146.59,1248.22,1411.73,131.3,1277.34,1287.51,380.975,1289.99,1445.72,209.854,1082.09,1455.06,305.495,969.278,1249.93,363.865,971.93,1094.92,324.822,930.415,1007.66,253.334,968.584,837.504,306.171,925.453,867.529,274.185,924.572,759.796,254.589,1404.37,1509.86,309.404,1534.47,1316.8,352.036,1549.9,1146.44,,,,102.227,1537.16,1028.52,168.146,1578.33,990.538,60.2027,1585.84,939.069,208.468,1170.38,988.643,342.298,1457.96,982.237,439.554,1186.04,1078.08,465.739,1257.86,1090.82,183.127,1171.95,734.547,126.695,1255.6,465.413,136.081,1280.31,313.209,143.334,1337.61,85.4583,241.991,1371.13,80.7196,59.9394,1371.02,64.6446,419.024,1481.66,792.829,462.68,1475.3,532.789,585.981,1452.36,431.969,784.879,1378.1,288.792,767.323,1329.78,380.016,797.1,1361.41,206.979
250,0,56.9339,1115.04,1666.09,68.9874,1262.51,1707.84,198.467,1128.8,1658.29,198.826,1262.44,1672.53,278.89,1205.58,1506.27,396.378,1230.99,1261.44,133.529,1248.9,1412.46,117.88,1277.67,1288.21,367.502,1292.34,1446.07,198.234,1083.37,1455.94,292.248,970.4,1249.75,348.952,973.176,1093.54,307.684,933.129,1006.47,232.453,973.836,838.569,285.951,930.358,866.585,251.387,930.876,759.684,240.358,1405.97,1510.25,295.572,1536.73,1317.77,339.281,1552.39,1147.79,,,,91.1819,1539.3,1026.71,157.487,1580.7,989.625,50.2543,1587.78,936.585,196.166,1169.72,988.159,324.805,1459.84,982.53,427.364,1189.19,1078.61,452.406,1261.43,1090.41,174.332,1172.7,733.382,118.533,1256.04,464.442,130.655,1280.69,312.539,142.652,1337.88,85.1471,241.048,1371.35,81.2576,59.5017,1371.31,64.2673,396.903,1487.24,792.281,433.913,1484.13,531.081,557.934,1461.74,432.964,760.902,1386.46,295.988,740.554,1339.17,386.495,775.704,1368.82,214.123
251,0,44.7455,1115.11,1666.86,55.638,1262.79,1708.59,186.173,1129.99,1659.28,185.556,1263.64,1673.53,266.604,1207.55,1507.02,383.662,1233.61,1261.94,120.762,1249.58,1413.39,104.801,1277.97,1289.04,354.198,1294.63,1446.37,186.953,1084.61,1456.99,279.29,971.462,1249.73,334.066,974.142,1092.24,290.312,935.762,1005.49,211.269,979.172,840.086,265.307,934.951,866.205,228.167,937.162,760.364,226.484,1407.61,1510.63,282.135,1538.68,1318.59,326.616,1554.98,1149.09,,,,80.4135,1541.57,1024.65,147.099,1583.26,988.534,40.6324,1590.04,934.038,184.289,1168.85,987.589,307.201,1461.67,983.131,415.242,1192.6,1079.29,439.283,1265.15,1090.18,165.708,1173.08,732.332,111.03,1256.28,463.359,125.582,1281.03,311.676,142.032,1338.1,84.8353,240.265,1372.04,81.9866,59.0773,1371.62,64.0577,374.693,1492.38,792.122,405.186,1492.25,530.16,529.719,1470.2,434.151,735.826,1394.42,302.288,713.459,1347.78,391.87,751.489,1376.11,221.148
252,0,32.9173,1115.42,1667.79,42.6287,1263.13,1709.46,174.326,1131.21,1660.59,172.587,1264.96,1674.64,254.591,1209.54,1507.99,371.185,1236.28,1262.64,108.227,1250.2,1414.49,91.8876,1278.18,1290.01,341.34,1297.13,1447.02,175.949,1085.81,1458.23,266.653,972.442,1249.87,319.315,974.905,1091.13,272.86,938.208,1004.81,189.807,984.305,842.187,244.416,939.716,866.159,204.38,943.467,761.529,212.881,1409.31,1511.1,268.88,1540.77,1319.57,314.097,1557.3,1150.47,,,,69.9526,1544,1022.52,137.084,1585.92,987.416,31.401,1592.48,931.348,172.872,1167.95,987.203,289.458,1463.58,983.834,403.418,1196.18,1080.22,426.258,1269.2,1090.24,157.26,1173.35,731.517,104.234,1256.43,462.153,121.39,1281.21,310.949,141.607,1338.19,84.6177,239.466,1372.75,82.5266,58.8011,1371.67,63.7773,352.561,1497.14,792.405,376.41,1499.87,530.19,501.128,1478.13,435.901,708.959,1401.83,307.728,685.815,1355.78,396.396,724.523,1382.95,226.967
253,0,21.444,1115.75,1669.01,29.9679,1263.55,1710.48,162.648,1132.66,1661.95,159.942,1266.36,1675.92,242.777,1211.55,1509.16,358.929,1239.05,1263.51,96.003,1250.73,1415.67,79.2397,1278.18,1291.12,328.662,1299.61,1447.72,165.337,1086.93,1459.76,254.261,973.377,1250.2,304.721,975.76,1090.08,255.545,940.576,1004.46,168.21,989.452,844.907,223.242,944.286,866.674,180.267,949.682,763.447,199.43,1410.96,1511.64,255.87,1542.52,1320.39,301.914,1559.54,1151.89,,,,59.7898,1546.56,1020.37,127.44,1588.71,986.37,22.6025,1595.28,928.775,161.781,1166.96,987.075,271.726,1465.03,984.865,391.872,1199.89,1081.19,413.217,1273.3,1090.42,148.794,1173.56,730.942,98.4298,1256.39,460.993,118.393,1281.14,310.216,141.298,1338.05,84.3862,238.968,1372.89,82.721,58.6006,1371.73,63.5996,330.366,1501.42,793.135,347.407,1506.75,530.899,471.885,1485.62,437.691,680.308,1409.15,311.725,657.508,1363.37,400.175,695.876,1389.91,231.207
254,0,10.237,1116.03,1670.62,17.5311,1264.06,1711.8,151.316,1134.12,1663.61,147.563,1267.78,1677.34,231.165,1213.56,1510.47,346.703,1241.83,1264.54,83.918,1251.07,1417.04,66.6729,1277.97,1292.5,316.147,1302.07,1448.61,154.95,1088.02,1461.48,242.2,974.395,1250.77,290.267,976.831,1089.25,238.363,942.987,1004.39,146.576,994.553,848.308,202.087,948.94,867.628,155.994,955.685,766.22,186.097,1412.57,1512.32,242.918,1544.09,1321.3,289.979,1561.49,1153.39,,,,49.9903,1549.31,1018.23,118.185,1591.72,985.527,14.2691,1598.46,926.268,150.867,1165.68,987.162,254.076,1466.52,986.075,380.354,1203.7,1082.24,400.336,1277.56,1091.12,140.472,1173.71,730.552,93.3276,1256.16,459.99,115.493,1280.91,309.554,140.95,1338.05,84.1,238.813,1372.7,82.9919,58.4224,1371.7,63.4726,308.024,1505.19,794.222,317.974,1512.91,532.007,441.497,1492.79,438.891,650.58,1416.55,313.724,628.422,1370.83,402.912,665.983,1397.32,233.946
