,,Daunel:LFHD,,,Daunel:RFHD,,,Daunel:LBHD,,,Daunel:RBHD,,,Daunel:C7,,,Daunel:T10,,,Daunel:CLAV,,,Daunel:STRN,,,Daunel:RBAK,,,Daunel:LSHO,,,Daunel:LUPA,,,Daunel:LELB,,,Daunel:LFRM,,,Daunel:LWRA,,,Daunel:LWRB,,,Daunel:LFIN,,,Daunel:RSHO,,,Daunel:RUPA,,,Daunel:RELB,,,Daunel:RFRM,,,Daunel:RWRA,,,Daunel:RWRB,,,Daunel:RFIN,,,Daunel:LASI,,,Daunel:RASI,,,Daunel:LPSI,,,Daunel:RPSI,,,Daunel:LTHI,,,Daunel:LKNE,,,Daunel:LTIB,,,Daunel:LANK,,,Daunel:LHEE,,,Daunel:LTOE,,,Daunel:RTHI,,,Daunel:RKNE,,,Daunel:RTIB,,,Daunel:RANK,,,Daunel:RHEE,,,Daunel:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
427,0,-956.795,-107.748,1660.99,-1104.31,-143.331,1685.33,-1012.73,23.0803,1652.38,-1140.58,-18.4716,1650.51,-1096.8,80.6712,1485.37,-1103.95,180.404,1231.53,-1065.96,-68.6856,1395.63,-1060.48,-92.5968,1270.97,-1195.32,129.767,1401.29,-946.227,49.755,1464.86,-833.911,183.967,1283.45,-827.967,246.978,1129,-767.761,218.655,1046.64,-767.509,133.838,877.545,-744.542,198.293,908.142,-723.795,165.136,802.39,-1267.85,-29.5932,1456.39,-1363.67,-49.033,1236.26,-1354.66,-30.4423,1062.44,,,,-1222.4,-250.92,963.35,-1280.71,-208.319,915.363,-1235.74,-310.774,871.65,-933.202,9.73577,973.773,-1249.68,28.0714,944.612,-1038.28,218.89,1051.92,-1114.25,218.641,1060.31,-899.231,-33.2415,720.921,-939.274,-116.533,446.923,-952.55,-116.966,291.533,-991.693,-138.933,58.0982,-1054.26,-59.7299,42.4747,-998.011,-230.04,48.1249,-1268.59,94.0933,754.305,-1228.24,143.377,496.455,-1236.79,188.758,339.469,-1213.54,246.904,89.3831,-1179.07,316.504,155.404,-1189.99,204.093,35.8457
428,0,-953.764,-118.971,1658.51,-1100.87,-155.632,1683.48,-1010.54,11.3241,1649.75,-1138.09,-31.066,1648.32,-1095.08,67.834,1482.83,-1103.42,166.385,1228.71,-1063.88,-81.6764,1393.38,-1058.78,-105.98,1268.73,-1194.29,116.254,1398.88,-944.435,37.4482,1461.82,-833.796,172.401,1280.12,-828.594,235.541,1125.72,-768.338,207.432,1043.16,-767.961,122.925,874.038,-745.258,187.431,904.746,-724.663,154.456,798.811,-1265.84,-43.2122,1454.68,-1361.81,-64.9616,1234.97,-1353.09,-48.7057,1060.14,,,,-1215.07,-269.477,969.002,-1273.48,-229.114,919.037,-1225.86,-331.852,878.638,-933.038,-5.08841,970.746,-1249.66,13.9362,942.265,-1038.05,204.458,1049.09,-1114.14,203.949,1057.65,-899.623,-46.6555,717.376,-939.884,-133.973,444.141,-951.231,-144.922,289.145,-987.404,-183.183,57.2986,-1051.29,-106.063,36.2722,-992.013,-274.998,52.5123,-1268.73,82.6843,752.619,-1228.37,136.516,495.959,-1236.86,184.417,339.393,-1213.19,244.747,90.3611,-1178.75,314.288,156.737,-1189.65,203.679,36.0358
429,0,-950.517,-130.202,1655.86,-1097.33,-167.933,1681.38,-1008.18,-0.444915,1646.86,-1135.44,-43.7016,1645.93,-1093.15,54.9112,1480,-1102.71,152.341,1225.62,-1061.76,-94.6825,1390.85,-1057,-119.377,1266.3,-1193.06,102.699,1396.23,-942.389,24.9664,1458.52,-833.474,160.503,1276.46,-829.056,223.406,1121.95,-768.787,195.825,1039.38,-768.532,111.765,869.976,-745.985,176.076,900.779,-725.522,143.262,794.831,-1263.66,-56.7669,1452.73,-1359.75,-80.7044,1233.43,-1351.16,-66.4165,1058.37,,,,-1207.9,-287.563,974.199,-1266.28,-249.58,922.432,-1216.24,-352.218,885.127,-932.747,-19.983,967.141,-1249.49,-0.59474,939.837,-1037.62,189.783,1045.98,-1113.76,189.186,1054.78,-899.804,-60.1881,713.148,-940.384,-151.424,441.221,-949.781,-172.306,287.47,-982.888,-225.853,57.7886,-1047.96,-151.15,32.0781,-985.718,-318.173,58.1788,-1268.82,71.1732,750.928,-1228.51,129.255,495.076,-1236.81,179.535,339.258,-1212.9,243.929,90.8549,-1178.6,311.831,158.244,-1189.58,203.106,36.3093
430,0,-947.159,-141.557,1653.1,-1093.61,-180.174,1679.12,-1005.63,-12.2718,1643.8,-1132.64,-56.3875,1643.36,-1091.05,41.907,1477.08,-1101.69,138.224,1222.39,-1059.44,-107.788,1388.19,-1055.12,-132.966,1263.61,-1191.47,89.0182,1393.26,-940.075,12.432,1455.04,-832.839,148.306,1272.44,-829.306,211.024,1117.93,-768.984,183.804,1035.16,-768.706,99.5014,865.992,-746.553,164.228,896.501,-726.248,131.497,790.481,-1261.32,-70.3584,1450.6,-1357.51,-96.323,1231.66,-1349.15,-84.096,1056.13,,,,-1200.87,-305.395,979.064,-1259.13,-269.476,925.566,-1206.79,-372.18,891.317,-932.128,-35.2426,963.077,-1249.87,-14.7921,936.993,-1036.96,175.064,1042.61,-1113.14,174.41,1051.84,-900.012,-73.1972,708.414,-940.762,-169.074,438.314,-948.206,-198.897,286.365,-978.092,-266.351,59.6524,-1044.29,-194.256,29.659,-979.387,-358.926,64.8207,-1268.9,59.3999,749.1,-1228.49,121.202,494.153,-1237.02,174.005,339.064,-1213.1,242.213,91.7964,-1178.67,309.411,160.047,-1189.52,202.375,36.709
431,0,-943.635,-153.012,1650.17,-1089.72,-192.568,1676.8,-1002.97,-24.4107,1640.41,-1129.66,-69.0687,1640.7,-1088.62,28.8186,1473.94,-1100.39,123.944,1218.92,-1056.96,-121,1385.39,-1053.11,-146.617,1260.79,-1189.79,75.5455,1390.39,-937.626,-0.3106,1451.32,-832.01,135.796,1268.16,-829.125,198.205,1113.53,-768.99,171.375,1030.65,-768.922,86.9927,861.453,-746.939,151.826,891.922,-726.879,119.201,785.789,-1258.85,-83.9169,1448.38,-1355.02,-111.856,1229.67,-1346.43,-102.373,1053.47,,,,-1194.04,-322.876,983.399,-1252.1,-288.96,928.256,-1197.68,-391.509,896.963,-931.305,-50.3555,958.557,-1249.77,-29.2814,934.302,-1036.07,160.227,1039.04,-1112.38,159.501,1048.77,-899.842,-86.8085,703.246,-941.039,-186.726,435.613,-946.307,-224.498,285.666,-972.98,-304.5,62.5392,-1039.92,-234.585,28.6348,-973.16,-397.049,71.9128,-1268.87,47.2812,747.189,-1228.5,112.502,493.004,-1237.37,167.815,338.81,-1213.23,240.638,92.553,-1179.08,306.769,162.066,-1189.6,201.644,37.1038
432,0,-939.872,-164.656,1647.14,-1085.66,-204.951,1674.27,-999.98,-36.3323,1637.21,-1126.48,-81.8326,1637.9,-1086.02,15.6562,1470.74,-1098.92,109.674,1215.39,-1054.34,-134.362,1382.46,-1051,-160.44,1257.88,-1187.66,61.7951,1387.18,-934.943,-13.166,1447.48,-830.756,122.909,1263.67,-828.724,185.078,1109.12,-768.678,158.427,1025.87,-768.997,73.9673,856.694,-747.099,138.959,887.035,-727.371,106.398,780.859,-1256.14,-97.5526,1445.97,-1352.27,-127.201,1227.64,-1343.47,-120.045,1051.06,,,,-1187.31,-340.029,987.276,-1245.22,-308.117,930.685,-1188.88,-410.329,902.069,-930.25,-66.0831,954.07,-1249.39,-43.9307,931.726,-1034.94,145.113,1035.2,-1111.41,144.525,1045.61,-899.603,-100.52,698.014,-941.098,-204.331,433.145,-944.369,-248.733,285.325,-967.747,-339.655,65.8102,-1034.98,-272.15,28.3041,-967.218,-432.084,78.9602,-1268.77,34.6893,745.101,-1228.6,102.73,491.685,-1237.46,160.693,338.064,-1213.52,238.897,93.4355,-1179.65,303.758,164.236,-1189.82,200.798,37.6459
433,0,-935.924,-176.398,1644.06,-1081.45,-217.523,1671.79,-996.812,-48.4491,1633.93,-1123.05,-94.7525,1635.13,-1083.2,2.47062,1467.43,-1097.15,95.326,1211.79,-1051.58,-147.848,1379.54,-1048.69,-174.387,1254.9,-1185.43,48.2308,1384.18,-932.057,-26.2181,1443.59,-829.222,109.68,1258.95,-827.765,170.901,1103.92,-768.177,144.944,1020.8,-769.113,60.9457,851.498,-747.09,125.549,881.965,-727.774,92.962,775.7,-1253.17,-111.198,1443.53,-1349.38,-142.665,1225.56,-1340.24,-137.397,1048.76,,,,-1180.71,-356.867,990.794,-1238.42,-326.633,932.78,-1180.4,-428.57,906.68,-928.91,-81.5822,949.324,-1248.84,-58.6648,929.1,-1033.61,129.81,1031.14,-1110.21,129.542,1042.37,-899.367,-114.821,692.931,-940.932,-221.476,430.843,-942.308,-271.151,285.072,-962.931,-371.716,69.0375,-1030.27,-306.163,28.2962,-961.754,-463.675,85.6664,-1268.5,21.5654,743.053,-1228.74,91.8998,490.182,-1237.56,153.066,337.292,-1214.17,236.11,94.5488,-1180.46,300.224,166.745,-1190.08,199.792,38.3143
434,0,-931.788,-188.306,1641,-1077.02,-230.197,1669.31,-993.516,-60.8003,1630.61,-1119.43,-107.784,1632.38,-1080.15,-10.8672,1464.2,-1095.23,81.0109,1208.31,-1048.61,-161.47,1376.63,-1046.18,-188.442,1251.92,-1182.84,34.5458,1381.18,-928.935,-39.34,1439.74,-827.337,96.159,1254.09,-826.694,156.981,1099.02,-767.298,130.925,1015.63,-768.811,46.6878,846.496,-746.818,111.584,876.657,-727.977,78.9466,770.31,-1250.01,-124.929,1441.12,-1346.21,-157.93,1223.48,-1337.02,-154.749,1046.3,,,,-1174.46,-373.346,993.682,-1231.94,-344.753,934.554,-1172.33,-446.282,910.625,-927.621,-97.5715,945.169,-1248.17,-73.458,926.538,-1032.2,114.937,1027.33,-1108.86,114.618,1039.08,-899.276,-129.76,688.451,-940.47,-238.263,428.47,-940.517,-292.091,284.378,-959.046,-400.037,71.5055,-1026.31,-336.494,28.125,-957.262,-491.623,90.9878,-1268.02,8.10555,740.823,-1228.86,80.2302,488.405,-1237.58,144.379,336.427,-1214.59,233.892,95.7709,-1181.59,295.962,169.419,-1190.51,198.344,39.2798
435,0,-927.428,-200.387,1638.03,-1072.32,-243.097,1666.99,-989.965,-73.2641,1627.44,-1115.63,-121.034,1629.79,-1076.83,-24.3512,1461.1,-1092.97,66.6183,1204.9,-1045.4,-175.199,1373.91,-1043.53,-202.717,1249.06,-1179.86,20.591,1378.19,-925.542,-52.6138,1435.95,-825.222,82.315,1249.14,-825.285,142.199,1093.85,-766.269,116.309,1010.4,-768.542,31.9996,841.341,-746.271,96.9207,871.348,-727.983,64.2608,764.913,-1246.57,-138.777,1438.79,-1342.8,-173.314,1221.51,-1333.61,-171.693,1044.03,,,,-1168.46,-389.527,996.064,-1225.77,-362.462,936.045,-1164.7,-463.637,914.122,-926.604,-113.127,941.226,-1247.5,-88.2962,924.164,-1030.63,99.7522,1023.46,-1107.32,99.7089,1035.91,-899.219,-145.645,685.097,-939.685,-255.491,426.318,-939.051,-311.79,283.343,-956.306,-424.608,72.6487,-1024.02,-362.413,28.098,-953.498,-515.896,94.1178,-1267.55,-5.9091,738.621,-1228.81,67.621,486.465,-1237.94,134.974,335.822,-1215.25,230.79,97.382,-1182.87,291.008,172.488,-1190.88,197.176,40.2454
436,0,-922.866,-212.674,1635.29,-1067.41,-256.151,1664.78,-986.203,-85.9709,1624.48,-1111.59,-134.493,1627.36,-1073.17,-38.0052,1458.21,-1090.69,52.016,1201.76,-1041.79,-189.122,1371.16,-1040.58,-217.083,1246.44,-1176.69,6.59803,1375.59,-921.861,-66.065,1432.36,-822.821,68.1122,1244.27,-823.522,127.086,1088.7,-764.868,101.15,1005.13,-768.055,16.9529,836.14,-745.48,81.7458,866.052,-727.807,49.0323,759.553,-1242.9,-152.717,1436.69,-1339.08,-188.659,1219.67,-1329.94,-188.347,1042.16,,,,-1162.63,-405.382,998.022,-1219.92,-380.007,937.34,-1157.6,-480.513,917.016,-925.894,-128.665,938.107,-1246.72,-103.206,921.88,-1029.09,84.5289,1019.94,-1105.7,84.7815,1032.73,-899.035,-162.341,682.931,-938.488,-273.232,424.493,-937.754,-330.74,281.898,-954.672,-445.122,71.9355,-1023.51,-384.177,27.3152,-950.653,-536.215,94.2102,-1266.97,-20.4188,736.499,-1228.74,54.0803,484.349,-1238.07,124.881,335.155,-1216.01,227.334,99.3505,-1184.35,285.541,176.159,-1191.5,195.351,41.6861
437,0,-918.109,-225.245,1632.74,-1062.25,-269.409,1662.63,-982.159,-98.9429,1621.8,-1107.29,-148.116,1625.12,-1069.28,-51.9243,1455.5,-1088.26,37.2949,1198.83,-1038.01,-203.242,1368.65,-1037.42,-231.575,1243.99,-1173.22,-7.54616,1373.24,-917.989,-79.7367,1428.96,-820.1,53.4946,1239.4,-821.544,111.482,1083.57,-763.301,85.4555,999.956,-767.485,1.37242,830.928,-744.407,65.8494,860.777,-727.325,33.0702,754.225,-1238.92,-166.855,1434.75,-1335.05,-203.948,1218.04,-1326.3,-204.838,1040.27,,,,-1157.05,-421.008,999.477,-1214.22,-396.717,938.15,-1150.91,-496.907,919.289,-925.356,-144.404,935.786,-1245.73,-118.242,919.833,-1027.59,69.1805,1016.72,-1104.07,69.6212,1029.81,-898.815,-179.632,681.797,-937.011,-291.417,422.9,-936.547,-348.595,279.961,-953.914,-461.744,69.666,-1023.75,-401.75,25.6014,-949.081,-552.802,91.6553,-1266.25,-35.4825,734.523,-1228.48,39.6324,482.268,-1238.12,113.943,334.454,-1216.87,223.085,101.806,-1185.6,278.799,179.849,-1192.15,193.212,43.4013
438,0,-913.133,-238.142,1630.46,-1057.08,-282.966,1660.82,-977.866,-112.076,1619.42,-1102.77,-161.986,1623.07,-1065.04,-66.0682,1453.13,-1085.69,22.4644,1196.29,-1034.13,-217.534,1366.6,-1034.05,-246.336,1241.8,-1169.45,-21.9178,1371.22,-913.8,-93.5833,1425.83,-817.078,38.6077,1234.71,-819.366,95.4882,1078.59,-761.379,69.4061,994.915,-766.589,-14.9711,825.973,-743.302,49.513,855.56,-726.651,16.4995,749.108,-1234.74,-181.182,1433.13,-1330.89,-219.184,1216.7,-1322.5,-220.87,1038.8,,,,-1151.73,-436.274,1000.46,-1208.82,-412.946,938.754,-1144.76,-512.82,920.957,-924.805,-160.115,934.272,-1244.52,-133.637,918.007,-1026.09,53.8065,1013.82,-1102.5,54.2441,1027.1,-897.736,-197.982,681.168,-935.57,-309.834,421.495,-935.775,-365.063,277.669,-953.919,-474.739,65.8578,-1024.09,-414.584,22.8509,-948.581,-565.839,86.8646,-1265.41,-51.1731,732.603,-1228.33,24.2333,480.126,-1238.36,102.041,333.921,-1217.54,218.645,104.729,-1186.79,272.137,184.803,-1192.88,190.624,45.447
439,0,-907.959,-251.242,1628.46,-1051.68,-296.675,1659.11,-973.287,-125.455,1617.31,-1097.92,-175.981,1621.17,-1060.62,-80.3136,1450.9,-1083,7.40821,1193.96,-1029.77,-232.055,1364.53,-1030.44,-261.277,1240.01,-1165.65,-36.2446,1369.67,-909.362,-107.669,1422.89,-813.721,23.2848,1230.24,-816.942,79.2373,1073.85,-759.455,52.7478,990.036,-765.484,-31.7698,821.304,-741.685,32.6087,850.852,-725.698,-0.711396,744.224,-1230.27,-195.655,1431.79,-1326.57,-234.268,1215.66,-1318.54,-236.367,1037.75,,,,-1146.68,-451.263,1001.04,-1203.58,-428.407,939.049,-1139.09,-528.339,922.122,-924.055,-176.217,933.379,-1243.04,-149.501,916.287,-1024.54,38.2644,1011.19,-1100.82,38.5755,1024.53,-896.282,-216.621,681.12,-934.219,-328.066,420.231,-935.379,-379.718,274.854,-954.754,-484.329,60.7939,-1025.04,-423.315,18.9996,-949.067,-575.593,80.1386,-1264.43,-67.575,730.652,-1228.2,8.05251,477.998,-1238.6,89.4529,333.547,-1218.5,213.985,108.385,-1187.78,264.545,190.194,-1193.79,187.617,47.9119
440,0,-902.58,-264.639,1626.8,-1046.06,-310.618,1657.65,-968.519,-139.103,1615.44,-1092.9,-190.11,1619.58,-1055.97,-94.6701,1448.97,-1080.11,-7.88243,1191.83,-1025.31,-246.678,1362.92,-1026.6,-276.467,1238.55,-1161.35,-51.0143,1367.97,-904.728,-121.907,1420.29,-810.068,7.73825,1226.05,-814.374,62.5413,1069.29,-757.213,35.7953,985.418,-764.091,-49.2721,816.971,-740.081,15.1422,846.134,-724.507,-18.464,739.633,-1225.56,-210.207,1430.8,-1322.13,-249.216,1214.94,-1314.71,-251.629,1036.82,,,,-1141.89,-465.921,1001.25,-1198.89,-443.556,939.109,-1134.02,-543.401,922.701,-922.976,-192.438,932.716,-1241.17,-165.936,914.745,-1022.9,22.4602,1008.79,-1099.14,22.5567,1022.11,-894.369,-235.54,681.288,-932.868,-345.646,418.884,-935.189,-392.804,271.612,-956.553,-491.159,55.4194,-1026.79,-428.314,15.8616,-950.773,-582.436,72.0564,-1263.25,-84.54,728.719,-1227.77,-9.1962,475.658,-1238.84,75.8246,333.307,-1219.65,208.119,112.496,-1188.73,255.981,196.26,-1194.75,183.615,50.9543
441,0,-897.003,-278.034,1625.28,-1040.25,-324.63,1656.4,-963.418,-152.816,1613.76,-1087.63,-204.374,1618.14,-1051.06,-109.1,1447.24,-1077.03,-23.4562,1189.9,-1020.66,-261.464,1361.58,-1022.44,-291.862,1237.38,-1157.01,-65.7187,1366.74,-899.938,-136.334,1417.89,-806.154,-8.08101,1222.1,-811.551,45.7332,1065.1,-754.806,18.4759,981.016,-762.267,-67.4703,813.143,-738.082,-2.71633,841.919,-723.028,-36.8158,735.384,-1220.59,-224.898,1430.1,-1317.59,-264.07,1214.55,-1310.79,-266.348,1036.34,,,,-1137.4,-480.254,1001.05,-1194.63,-458.309,938.962,-1129.44,-557.933,922.796,-921.003,-209.318,932.133,-1238.98,-182.911,913.219,-1021.21,6.19334,1006.62,-1097.38,6.07235,1019.95,-892.452,-254.028,681.372,-931.594,-362.323,417.166,-935.36,-404.888,268.323,-958.42,-495.951,50.5678,-1029.05,-430.028,13.0234,-954.48,-587.744,62.5869,-1261.75,-102.287,726.769,-1227.79,-27.7462,473.268,-1239.21,61.2888,333.267,-1220.9,201.176,117.241,-1189.74,246.445,203.093,-1195.86,179.472,53.952
442,0,-891.125,-291.549,1624.07,-1034.32,-338.662,1655.56,-958.117,-166.674,1612.32,-1082.17,-218.711,1617.03,-1046.09,-123.585,1445.95,-1073.82,-39.3122,1188.33,-1015.79,-276.291,1360.7,-1018.21,-307.622,1236.65,-1152.27,-80.6918,1365.67,-894.937,-150.762,1415.82,-802.014,-24.098,1218.39,-808.567,28.488,1061.05,-752.153,0.846023,976.909,-760.411,-85.8699,809.403,-735.976,-21.0006,837.846,-721.317,-55.6556,731.486,-1215.56,-239.686,1429.79,-1313,-278.804,1214.4,-1306.82,-280.559,1036.38,,,,-1133.22,-494.282,1000.52,-1190.64,-472.595,938.652,-1125.38,-572.159,922.496,-918.42,-226.468,931.588,-1236.43,-200.391,911.823,-1019.39,-10.381,1004.84,-1095.61,-10.6326,1018.05,-890.67,-272.036,681.482,-930.173,-378.25,415.719,-936.426,-417.389,266.279,-958.99,-503.9,48.8536,-1029.27,-431.337,13.6373,-956.94,-595.761,52.5997,-1259.94,-120.681,724.858,-1227.61,-47.4498,470.974,-1239.69,45.55,333.428,-1222.33,193.394,122.62,-1190.64,235.521,210.442,-1197.25,174.379,57.4673
443,0,-884.913,-305.195,1623.55,-1027.96,-352.959,1655.56,-952.51,-180.658,1611.4,-1076.39,-233.349,1616.61,-1040.93,-138.279,1445.47,-1070.41,-55.246,1187.39,-1010.88,-291.412,1360.38,-1013.83,-323.393,1236.44,-1147.44,-95.5646,1365.46,-889.719,-165.366,1414.15,-797.776,-40.2811,1215.03,-805.266,11.1281,1057.27,-749.353,-17.0141,973.08,-758.266,-104.638,806.162,-733.639,-39.799,834.086,-719.345,-75.0921,728.025,-1210.46,-254.498,1429.96,-1308.43,-293.386,1214.58,-1302.93,-294.629,1036.44,,,,-1129.37,-508.019,999.688,-1187.07,-486.343,938.246,-1121.78,-585.765,921.537,-915.447,-243.28,931.57,-1233.73,-218.213,910.779,-1017.46,-26.9317,1003.5,-1093.83,-27.0145,1016.51,-889.106,-289.014,681.915,-928.402,-394.047,416.476,-934.872,-432.215,267.63,-958.245,-513.177,46.6845,-1025.54,-437.104,16.7953,-957.1,-606.983,45.2123,-1257.77,-139.84,723.048,-1226.94,-68.6685,468.696,-1239.99,28.3858,333.951,-1224.05,184.005,128.969,-1191.81,222.854,218.562,-1198.9,167.549,61.624
444,0,-878.49,-319.124,1623.49,-1021,-367.509,1656.17,-946.763,-194.961,1611.35,-1070.25,-248.253,1617.19,-1035.6,-153.376,1445.43,-1067.09,-71.2323,1186.99,-1005.86,-306.566,1360.73,-1009.43,-339.218,1236.91,-1142.57,-110.697,1365.64,-884.547,-180.041,1413.04,-793.445,-56.5387,1212.16,-801.795,-6.5318,1053.92,-746.429,-35.3278,969.726,-755.819,-124.165,803.539,-731.21,-58.9611,830.875,-717.153,-95.0498,725.047,-1205.42,-269.511,1430.66,-1303.84,-307.874,1215.27,-1298.8,-308.26,1037.12,,,,-1125.86,-521.529,998.565,-1183.94,-499.679,937.514,-1118.74,-598.973,920.027,-912.148,-259.922,932.134,-1230.48,-236.074,910.07,-1015.68,-43.6374,1002.91,-1092.29,-43.5816,1015.32,-887.62,-304.758,682.574,-925.598,-411.736,419.294,-931.561,-449.244,269.656,-958.019,-520.735,45.1749,-1022.14,-443.112,19.8246,-960.916,-614.184,40.8046,-1255.23,-159.729,721.281,-1225.96,-91.8874,466.394,-1240.27,9.13476,334.857,-1225.97,172.798,136.224,-1193.05,207.98,227.739,-1200.9,160.249,66.1718
445,0,-871.909,-333.184,1623.58,-1013.86,-382.211,1656.94,-940.855,-209.429,1611.7,-1064.01,-263.345,1618.14,-1030.42,-168.541,1445.56,-1064.04,-87.165,1187.05,-1000.85,-321.726,1361.65,-1004.88,-355.047,1237.79,-1137.79,-125.943,1366.31,-879.545,-194.72,1412.45,-789.185,-72.9906,1209.82,-798.376,-24.8323,1051,-743.313,-53.9374,967.039,-753.38,-143.575,801.28,-728.509,-78.5603,828.307,-714.75,-115.407,722.739,-1200.21,-284.765,1431.86,-1299.28,-322.195,1216.43,-1294.69,-321.309,1038.44,,,,-1122.71,-534.723,997.242,-1181.1,-512.315,936.738,-1116.42,-611.739,918.173,-908.812,-276.201,933.8,-1226.68,-253.851,909.697,-1014.24,-59.9573,1003.06,-1091.12,-60.2904,1014.56,-885.74,-320.421,683.679,-922.957,-430.53,421.855,-930.636,-463.322,271.201,-958.568,-525.353,43.3301,-1020.23,-445.482,22.5907,-964.545,-618.396,34.7498,-1252.45,-180.215,719.572,-1225.44,-117.261,464.022,-1240.82,-12.1522,335.972,-1228.24,159.99,144.657,-1194.42,190.687,238.091,-1202.89,151.666,71.7548
446,0,-865.332,-347.169,1623.73,-1006.75,-396.976,1657.72,-934.949,-223.749,1612.3,-1057.77,-278.363,1619.22,-1025.44,-183.389,1445.84,-1061.21,-102.992,1187.29,-995.774,-336.829,1362.53,-1000.15,-370.95,1238.96,-1133.26,-141.406,1367.25,-874.841,-209.138,1412.34,-785.046,-89.4088,1207.98,-794.812,-42.7124,1048.84,-740.118,-73.0658,964.902,-750.385,-164.006,800.063,-725.608,-98.5097,826.384,-712.024,-136.26,721.126,-1194.83,-300.23,1433.42,-1294.67,-336.276,1218.06,-1290.82,-334.018,1040.11,,,,-1119.94,-547.61,995.713,-1178.88,-524.537,935.915,-1114.47,-623.744,915.857,-905.417,-291.831,936.085,-1222.54,-271.474,909.628,-1012.92,-75.7259,1003.47,-1089.91,-76.7339,1014.05,-883.662,-335.723,685.175,-920.871,-448.452,423.61,-928.977,-475.428,271.284,-959.119,-529.086,42.2193,-1020.29,-445.719,22.9322,-966.155,-621.358,28.9304,-1249.62,-201.274,717.891,-1225.35,-144.57,461.226,-1241.74,-35.443,337.462,-1230.74,144.851,154.205,-1195.87,171.095,249.012,-1204.95,140.775,78.3616
447,0,-858.891,-360.899,1623.92,-999.883,-411.487,1658.38,-929.238,-237.737,1612.86,-1051.78,-293.307,1620.12,-1020.7,-198.016,1446.23,-1058.53,-118.788,1187.73,-990.713,-351.851,1363.51,-995.341,-386.739,1240.28,-1128.85,-156.977,1368.35,-870.38,-223.368,1412.56,-781.021,-105.66,1206.7,-791.537,-60.7253,1047.16,-736.775,-92.0013,963.351,-747.448,-184.412,799.262,-722.434,-118.95,825.096,-708.991,-157.695,720.163,-1189.38,-315.893,1435.32,-1290.07,-350.336,1220.08,-1286.96,-346.166,1042.32,,,,-1117.52,-560.172,994.04,-1176.54,-535.888,934.952,-1113.1,-635.342,913.3,-901.671,-306.489,938.342,-1218.09,-289.216,909.642,-1011.45,-91.2469,1004.23,-1088.55,-93.0559,1013.83,-881.133,-351.68,686.775,-919.22,-464.446,424.217,-927.711,-487.846,271.445,-959.304,-532.955,41.1584,-1019.59,-447.037,23.9718,-967.246,-624.751,25.6736,-1246.86,-223.11,716.433,-1225.58,-173.203,458.603,-1242.43,-60.9504,338.715,-1232.84,127.038,163.91,-1197.42,149.258,260.16,-1206.96,128.045,85.6673
448,0,-852.607,-374.107,1624.24,-993.181,-425.734,1659.2,-923.882,-251.482,1613.21,-1045.98,-307.92,1620.86,-1016.11,-212.56,1446.8,-1055.81,-134.331,1188.23,-985.774,-366.762,1364.55,-990.455,-402.42,1241.66,-1124.57,-172.397,1369.57,-865.931,-237.648,1412.96,-776.949,-121.798,1205.68,-788.143,-78.2443,1045.67,-733.335,-110.927,962.106,-743.955,-205.637,799.375,-719.038,-139.577,824.283,-705.695,-179.637,719.732,-1183.96,-331.577,1437.28,-1285.52,-364.449,1222.22,-1283.48,-358.097,1044.59,,,,-1115.45,-572.415,992.23,-1174.98,-547.159,934.158,-1112.26,-646.695,910.489,-897.661,-320.788,940.124,-1213.45,-307.037,910.06,-1009.49,-106.46,1004.9,-1086.7,-109.248,1013.8,-878.253,-368.06,688.388,-916.881,-478.618,424.466,-926.672,-498.415,271.149,-959.419,-535.592,40.2687,-1018,-450.032,25.2681,-966.71,-626.78,23.566,-1244.02,-245.659,715.373,-1225.94,-202.387,456.457,-1242.99,-88.1298,339.712,-1234.63,106.871,173.105,-1199.34,124.915,271.173,-1208.48,112.904,93.7176
