,,Daunel:LFHD,,,Daunel:RFHD,,,Daunel:LBHD,,,Daunel:RBHD,,,Daunel:C7,,,Daunel:T10,,,Daunel:CLAV,,,Daunel:STRN,,,Daunel:RBAK,,,Daunel:LSHO,,,Daunel:LUPA,,,Daunel:LELB,,,Daunel:LFRM,,,Daunel:LWRA,,,Daunel:LWRB,,,Daunel:LFIN,,,Daunel:RSHO,,,Daunel:RUPA,,,Daunel:RELB,,,Daunel:RFRM,,,Daunel:RWRA,,,Daunel:RWRB,,,Daunel:RFIN,,,Daunel:LASI,,,Daunel:RASI,,,Daunel:LPSI,,,Daunel:RPSI,,,Daunel:LTHI,,,Daunel:LKNE,,,Daunel:LTIB,,,Daunel:LANK,,,Daunel:LHEE,,,Daunel:LTOE,,,Daunel:RTHI,,,Daunel:RKNE,,,Daunel:RTIB,,,Daunel:RANK,,,Daunel:RHEE,,,Daunel:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
332,0,506.978,1104.76,1717.52,540.5,1250.4,1753.89,648.849,1095.32,1716.76,670.052,1227.81,1725.39,744.574,1144.86,1557.61,840.386,1130.64,1302.04,607.045,1209.97,1464.59,587.203,1235.95,1339.5,844.519,1208.8,1482.69,638.722,1035.36,1513.72,700.253,914.068,1296.17,755.875,922.405,1137.76,705.142,903.213,1048.11,635.037,978.558,889.357,680.172,922.551,910.078,645.477,943.006,805.527,748.89,1351.68,1542.9,810.94,1451,1331.92,842.23,1439.13,1164.67,,,,631.81,1512.23,1005.6,714.013,1516.05,977.755,628.731,1559.88,905.83,612.022,1114.23,1020.42,805.776,1360.69,1017.1,846.572,1074.24,1119.83,886.622,1140.98,1133.34,616.242,1104.56,759.469,608.744,1189.29,484.851,603.045,1215.2,334.491,584.903,1277.81,108.081,686.283,1298.09,90.219,503.497,1325.7,95.637,888.975,1342.87,829.691,938.015,1286.2,570.631,1018.13,1251.5,423.65,1108.2,1177.93,195.125,1121,1104.43,262.886,1062.58,1191.48,140.869
333,0,498.603,1105.43,1717.72,531.238,1251.23,1754.21,640.531,1096.99,1716.6,660.867,1229.62,1725.43,735.376,1147.36,1557.3,831.089,1134.66,1301.51,597.525,1212.12,1464.7,577.332,1238.4,1339.65,835.107,1211.78,1482.43,630.152,1037.38,1512.9,692.09,917.236,1294.8,747.106,926.095,1136.17,696.259,907.08,1046.66,625.133,982.42,888.403,670.777,926.678,908.797,635.498,947.199,804.417,739.088,1354.22,1543,802.08,1453.51,1332.21,834.634,1441.17,1165.29,,,,625.887,1513.67,1003.85,708.331,1517.61,977.009,623.732,1560.89,903.863,602.475,1117.42,1019.93,794.742,1365.44,1016.74,837.492,1079.16,1119.32,877.346,1146.21,1132.78,609.972,1107.18,758.713,602.709,1192.02,484.698,596.663,1217.9,334.03,581.989,1279.68,106.876,683.652,1298.79,91.3678,501.419,1328.4,92.5139,878.171,1348.61,829.14,927.063,1292.93,570.103,1010.11,1257.4,424.88,1105.43,1181.92,199.281,1117.62,1109.16,268.645,1060.8,1194.18,143.363
334,0,490.103,1106.11,1717.93,521.861,1252,1754.61,632.045,1098.56,1716.51,651.61,1231.31,1725.56,726.092,1149.82,1557.05,821.707,1138.57,1301.18,587.858,1214.17,1464.84,567.259,1240.8,1339.9,825.55,1214.77,1482.35,621.498,1039.41,1512.3,683.564,920.319,1293.64,737.973,930.112,1134.8,686.967,910.873,1045.49,614.836,986.318,887.676,660.964,930.707,907.751,625.159,951.443,803.599,729.11,1356.7,1543.3,793.279,1455.85,1332.7,826.92,1442.94,1166.18,,,,620.333,1515.16,1002.21,702.998,1519.21,976.345,619.181,1562.01,902.027,593.024,1120.27,1019.77,783.505,1369.96,1016.53,828.634,1083.77,1119.28,868.075,1151.43,1132.34,604.276,1109.54,758.013,595.554,1194.96,484.377,591.6,1220.34,333.525,580.626,1280.92,105.879,682.679,1299.08,91.8313,500.796,1330.25,89.2326,866.817,1354.4,828.592,915.131,1300.66,569.606,1001.05,1264.03,426.122,1101.95,1186.2,203.873,1113.4,1114.46,274.929,1058.62,1197.07,145.933
335,0,481.549,1106.72,1718.31,512.482,1252.79,1755.18,623.533,1100.1,1716.53,642.259,1232.95,1725.74,716.754,1152.17,1556.95,812.3,1142.52,1301.01,578.115,1216.24,1465.16,557.115,1243.18,1340.35,815.815,1217.72,1482.39,612.671,1041.44,1512.01,674.791,923.328,1292.71,728.539,933.642,1133.71,677.257,914.598,1044.53,604.249,990.302,887.219,650.727,934.961,906.824,614.485,955.723,802.97,718.955,1359.11,1543.75,784.466,1458,1333.38,819.342,1444.61,1167.3,,,,614.984,1516.63,1000.67,697.916,1520.5,975.812,615.131,1563.18,900.265,583.73,1122.76,1019.86,772.056,1374.26,1016.57,819.918,1088.41,1119.26,858.796,1156.6,1132.1,598.166,1112.06,757.785,588.825,1197.68,484.043,587.183,1222.21,332.845,579.682,1281.76,105.266,682.872,1299.22,91.8066,500.432,1331.26,87.2242,854.857,1360.31,828.078,901.858,1308.95,568.382,990.945,1271.08,427.294,1097.81,1190.89,208.798,1108.05,1120.4,281.744,1056.1,1200.29,148.738
336,0,472.957,1107.35,1718.86,503.024,1253.44,1755.95,614.962,1101.64,1716.58,632.816,1234.49,1726,707.358,1154.5,1557.2,802.905,1146.33,1301.1,568.283,1218.22,1465.58,546.919,1245.42,1340.94,805.973,1220.63,1482.58,603.745,1043.44,1511.92,665.698,926.335,1291.96,718.77,937.486,1132.77,667.246,918.452,1043.76,593.428,994.257,886.906,640.175,939.071,906.274,603.411,959.971,802.568,708.676,1361.46,1544.38,775.452,1459.98,1334.26,811.887,1446.24,1168.72,,,,609.849,1518.15,999.089,693.124,1521.85,975.492,611.446,1564.41,898.575,574.737,1124.92,1020.17,760.432,1378.21,1016.55,811.285,1092.81,1119.7,849.665,1161.42,1132.17,591.452,1114.71,757.904,582.466,1200.21,484.007,583.101,1224.01,332.587,578.621,1282.36,104.95,681.941,1299.01,92.3691,499.58,1332.13,86.7869,842.29,1366.51,827.592,887.443,1318.34,567.046,979.759,1279.07,428.515,1092.93,1196.16,214.426,1101.3,1127.09,289.171,1053.03,1203.91,151.794
337,0,464.328,1107.88,1719.51,493.528,1254.02,1756.71,606.328,1103.16,1716.77,623.365,1236.15,1726.45,697.846,1156.81,1557.55,793.669,1149.86,1301.43,558.407,1220.1,1466.2,536.775,1247.55,1341.59,796.027,1223.48,1482.95,594.615,1045.38,1512.12,656.28,929.288,1291.37,708.802,941.213,1132.03,656.899,922.331,1043.19,582.331,998.345,886.899,629.259,943.184,905.929,591.99,964.223,802.466,698.287,1363.77,1545.13,766.422,1462,1335.31,804.324,1447.65,1170.33,,,,604.965,1519.7,997.651,688.558,1523.15,975.295,608.19,1565.78,897.107,565.961,1126.75,1020.7,748.563,1381.94,1016.76,802.981,1097.17,1120.19,840.835,1166.24,1132.34,584.131,1117.66,758.585,576.394,1202.26,484.223,579.185,1225.44,332.835,577.792,1282.77,104.602,680.698,1299.3,93.048,498.965,1332.85,86.0166,829.151,1373.04,827.134,871.893,1328.35,565.696,967.487,1287.93,430.072,1087.2,1202.15,220.752,1093.24,1134.52,297.374,1049.35,1208.24,155.394
338,0,455.67,1108.48,1720.17,483.946,1254.73,1757.66,597.684,1104.67,1716.99,613.844,1237.69,1726.9,688.229,1159.02,1558.01,784.508,1153.19,1301.89,548.6,1222.05,1466.88,526.729,1249.59,1342.3,786.053,1226.2,1483.44,585.424,1047.33,1512.41,646.606,932.102,1291.01,698.662,944.856,1131.56,646.41,926.094,1042.8,570.804,1002.36,887.206,617.98,947.196,905.897,580.178,968.545,802.564,687.863,1366.02,1545.98,757.338,1463.97,1336.48,796.856,1449.03,1172.19,,,,600.29,1521.3,996.284,684.208,1524.32,975.186,605.192,1567.16,895.689,557.319,1128.29,1021.5,736.805,1385.54,1016.9,794.847,1101.43,1120.8,832.148,1170.98,1132.53,575.784,1120.65,759.605,570.575,1203.87,484.505,575.513,1226.52,332.876,577.283,1282.99,104.45,680.47,1299.4,93.4655,498.75,1333.33,85.6049,815.353,1379.69,826.569,855.203,1339.34,564.338,954.042,1297.65,431.765,1080.37,1209.08,227.762,1083.76,1142.64,306.074,1044.79,1213.3,159.535
339,0,446.947,1109.11,1720.7,474.488,1255.47,1758.37,589.009,1106.15,1717.25,604.412,1239.25,1727.33,678.717,1161.19,1558.39,775.519,1156.55,1302.39,538.789,1223.88,1467.39,516.744,1251.49,1342.91,776.062,1228.93,1483.97,576.152,1049.33,1512.87,636.781,934.763,1290.88,688.372,948.253,1131.16,635.659,929.707,1042.6,559.006,1006.46,887.696,606.455,951.412,905.775,568.076,972.887,802.842,677.357,1368.19,1546.8,748.059,1465.98,1337.67,789.265,1450.24,1174.05,,,,595.771,1522.87,994.991,679.965,1525.55,975.215,602.429,1568.5,894.394,548.872,1129.7,1022.45,724.758,1389.09,1017.27,786.941,1105.76,1121.27,823.466,1175.82,1132.64,567.933,1123.47,760.419,565.392,1205.15,484.418,572.281,1227.46,332.751,576.789,1283.13,104.161,679.988,1298.76,93.4216,498.335,1333.65,85.3381,800.96,1386.48,825.928,837.527,1351.09,563.094,939.128,1308.13,433.455,1072.28,1216.78,235.095,1073.09,1151.58,315.422,1039.26,1218.8,164.424
340,0,438.31,1109.81,1721.23,465.054,1256.3,1758.93,580.331,1107.71,1717.44,595.041,1240.91,1727.63,669.344,1163.29,1558.73,766.661,1159.72,1302.83,529.143,1225.64,1467.9,506.908,1253.29,1343.49,766.221,1231.59,1484.45,567.01,1051.22,1513.36,626.739,937.354,1290.72,677.92,951.414,1130.87,624.64,933.189,1042.51,546.993,1010.43,888.293,594.686,955.445,905.929,555.649,977.309,803.299,666.88,1370.31,1547.61,738.758,1468.04,1338.89,781.713,1451.43,1175.89,,,,591.338,1524.44,993.663,675.812,1526.68,975.284,599.8,1569.97,893.189,540.616,1131.02,1023.28,712.484,1392.48,1017.72,779.22,1110.21,1121.66,814.984,1180.48,1132.62,560.33,1125.45,761.169,560.34,1206.03,484.076,569.122,1228.04,332.396,576.375,1283.09,103.819,679.502,1298.49,93.5882,498.032,1333.41,84.8633,785.974,1393.55,825.301,818.661,1363.01,561.443,922.848,1319.21,435.088,1062.83,1224.98,243.07,1061.11,1161.42,325.403,1032.72,1224.82,170.251
341,0,429.702,1110.56,1721.68,455.717,1257.2,1759.41,571.755,1109.3,1717.58,585.691,1242.52,1727.8,660.117,1165.32,1559.13,757.954,1162.83,1303.22,519.58,1227.31,1468.28,497.232,1255,1343.94,756.493,1234.16,1484.85,557.975,1053.05,1513.87,616.667,939.686,1290.61,667.42,954.283,1130.47,613.469,936.437,1042.33,534.756,1014.53,888.983,582.584,959.517,906.041,542.871,981.773,803.871,656.54,1372.35,1548.31,729.543,1470.12,1340.03,774.21,1452.7,1177.69,,,,586.917,1526.15,992.385,671.673,1528.02,975.384,597.185,1571.56,891.99,532.357,1132.03,1023.85,700.314,1395.93,1018.03,771.443,1114.38,1121.86,806.55,1185,1132.44,553.054,1126.64,761.234,555.51,1206.57,483.678,565.839,1228.48,331.862,575.985,1282.94,103.469,678.995,1298.86,94.0687,497.676,1333.2,84.541,770.391,1400.91,824.777,798.89,1375.54,560.279,905.288,1330.71,436.88,1051.86,1233.82,251.542,1047.74,1172.01,335.854,1024.92,1231.5,176.266
342,0,421.184,1111.41,1722.09,446.465,1258.18,1759.81,563.195,1110.89,1717.66,576.459,1244.24,1727.89,651.07,1167.32,1559.42,749.299,1165.75,1303.53,510.068,1228.91,1468.64,487.72,1256.6,1344.32,746.98,1236.69,1485.15,549.031,1054.84,1514.24,606.605,941.781,1290.43,656.751,957.159,1129.91,602.229,939.724,1042.04,522.237,1018.56,889.89,570.312,963.438,906.274,529.758,986.284,804.457,646.372,1374.37,1548.89,720.322,1472.26,1341.06,766.694,1454.13,1179.37,,,,582.539,1527.92,991.057,667.377,1529.15,975.364,594.548,1573.21,890.821,524.478,1132.88,1023.8,688.064,1399.19,1018.33,763.595,1118.52,1122,797.861,1189.41,1132.02,548.489,1127.27,760.75,551.035,1207.11,483.213,562.765,1228.71,331.484,575.681,1282.74,103.193,678.239,1298.91,94.2187,497.366,1332.89,84.3741,754.314,1408.38,824.362,778.389,1387.76,559.05,886.699,1342.46,438.904,1039.55,1243.52,259.927,1033.04,1183.22,345.904,1015.64,1238.71,182.47
343,0,412.719,1112.28,1722.44,437.25,1259.16,1760.07,554.719,1112.57,1717.8,567.279,1245.93,1728,642.177,1169.31,1559.66,740.66,1168.7,1303.67,500.749,1230.44,1468.91,478.335,1258.11,1344.58,737.579,1239.11,1485.35,540.305,1056.57,1514.56,596.589,943.76,1290.23,646.181,959.21,1129.35,590.768,942.561,1041.76,509.511,1022.62,890.802,557.713,967.34,906.409,516.325,990.867,805.203,636.464,1376.33,1549.36,711.309,1474.42,1341.94,759.221,1455.72,1180.86,,,,578.176,1529.7,989.659,663.339,1530.98,975.431,591.869,1574.85,889.575,516.253,1133.61,1023.38,675.919,1402.36,1018.39,755.577,1122.69,1121.92,789.303,1193.66,1131.53,543.306,1127.93,760.33,546.852,1207.66,482.717,560.037,1228.98,331.028,575.352,1282.52,102.901,677.937,1298.59,94.4383,497.013,1332.36,84.0906,737.839,1415.93,824.164,757.202,1399.55,558.154,867.229,1354.11,440.834,1026.01,1254.16,267.782,1017.49,1195,355.333,1005.29,1246.53,188.439
344,0,404.249,1113.22,1722.64,428.138,1260.25,1760.23,546.249,1114.2,1718,558.184,1247.7,1728.14,633.426,1171.25,1559.75,731.975,1171.53,1303.68,491.581,1232.06,1469.15,469.106,1259.64,1344.82,728.416,1241.4,1485.36,531.789,1058.29,1514.79,586.766,945.543,1290,635.574,961.083,1128.65,579.21,945.329,1041.51,496.657,1026.6,891.913,544.893,971.216,906.582,502.612,995.549,805.927,626.823,1378.21,1549.65,702.387,1476.52,1342.65,751.746,1457.51,1182.26,,,,573.693,1531.58,988.237,659.168,1532.74,975.349,589.165,1576.58,888.352,508.166,1134.28,1022.56,662.794,1405.5,1018.82,747.509,1126.61,1121.93,780.543,1197.9,1130.79,540.189,1128.56,759.253,543.019,1208.08,482.248,557.669,1229.11,330.719,575.099,1282.38,102.644,677.654,1298.34,94.6511,496.667,1331.8,83.8334,721.17,1423.46,824.043,735.773,1410.95,557.493,847.135,1365.69,442.511,1011.41,1265.18,274.632,1001.1,1207.14,363.787,993.487,1254.52,194.355
345,0,395.872,1114.25,1722.79,419.09,1261.37,1760.26,537.863,1115.83,1718.15,549.236,1249.38,1728.2,624.893,1173.13,1559.71,723.304,1174.41,1303.51,482.634,1233.65,1469.32,459.916,1261.19,1345.01,719.365,1243.63,1485.22,523.481,1059.95,1514.87,577.16,947.151,1289.68,625.014,962.727,1127.84,567.575,947.812,1041.13,483.624,1030.63,893.054,531.838,974.984,906.784,488.51,1000.32,806.76,617.458,1380.11,1549.84,693.7,1478.62,1343.19,744.328,1459.47,1183.45,,,,569.318,1533.36,986.686,654.925,1534.55,975.225,586.214,1578.33,886.971,500.174,1134.74,1021.65,650.549,1408.87,1018.98,739.375,1130.55,1121.91,771.714,1202.16,1129.99,535.598,1129.34,758.901,539.46,1208.25,481.748,555.29,1229.14,330.218,574.846,1282.21,102.464,677.301,1298.26,94.8274,496.412,1331.26,83.6006,704.405,1430.91,824.126,714.238,1421.85,557.045,826.751,1377.19,444.014,995.686,1276.17,280.507,984.162,1219.7,371.441,980.228,1263.04,199.859
346,0,387.591,1115.19,1722.9,410.127,1262.51,1760.3,529.566,1117.44,1718.29,540.335,1250.98,1728.24,616.471,1175.09,1559.58,714.637,1177.42,1303.21,473.72,1235.23,1469.51,450.87,1262.72,1345.16,710.522,1245.85,1485,515.377,1061.6,1514.89,567.737,948.751,1289.25,614.46,964.16,1126.82,555.878,950.365,1040.58,470.186,1034.65,894.378,518.649,978.684,906.893,474.149,1004.98,807.739,608.319,1381.97,1549.9,685.138,1480.74,1343.64,736.897,1461.55,1184.53,,,,564.821,1535.21,985.273,650.577,1536.45,975.092,583.22,1580.14,885.773,492.352,1134.98,1021.01,638.513,1411.84,1018.8,731.379,1134.5,1122.07,762.871,1206.46,1129.2,530.962,1129.8,758.485,536.114,1208.37,481.21,553.28,1229.21,329.845,574.582,1281.98,102.313,676.963,1298.17,95.045,496.198,1330.61,83.435,687.714,1438.16,824.375,692.648,1432.11,556.805,806.212,1388.36,445.331,978.96,1287.13,285.575,966.84,1232.39,377.764,965.567,1272.05,204.888
347,0,379.343,1116.17,1723.04,401.217,1263.61,1760.38,521.328,1119.07,1718.44,531.507,1252.65,1728.31,608.112,1177.05,1559.43,706.14,1180.35,1302.95,464.981,1236.87,1469.77,441.904,1264.22,1345.35,701.767,1248.13,1484.71,507.395,1063.18,1514.83,558.57,950.284,1288.79,603.893,965.607,1125.69,544.228,952.705,1040.07,457.066,1038.58,895.658,505.284,982.245,907.143,459.546,1009.63,808.801,599.323,1383.9,1549.93,676.826,1482.8,1343.98,729.588,1463.71,1185.52,,,,560.26,1537.04,983.894,646.193,1538.51,974.989,580.099,1581.95,884.678,484.72,1135.02,1020.81,624.612,1415.44,1019.32,723.686,1138.43,1122.24,754.059,1211.04,1128.43,526.316,1130.23,758.559,532.965,1208.36,480.845,551.192,1229.18,329.552,574.358,1281.7,102.162,676.495,1298.49,95.2195,495.958,1330.09,83.274,670.935,1444.81,824.861,671.202,1441.55,557.069,785.471,1398.85,446.554,961.488,1298.14,289.916,949.419,1244.96,382.693,948.798,1281.03,209.258
348,0,371.219,1117.17,1723.15,392.346,1264.67,1760.45,513.126,1120.71,1718.63,522.682,1254.34,1728.49,599.787,1179.1,1559.25,697.782,1183.54,1302.74,456.29,1238.43,1470.02,433.027,1265.63,1345.55,693.148,1250.55,1484.39,499.583,1064.81,1514.74,549.694,951.721,1288.34,593.517,966.848,1124.52,532.498,955.009,1039.57,443.635,1042.18,897.128,491.875,985.653,907.471,444.794,1014.17,810.058,590.401,1385.87,1549.93,668.622,1484.89,1344.34,722.2,1465.8,1186.41,,,,555.787,1538.77,982.453,641.686,1540.41,974.847,576.788,1583.86,883.687,477.957,1134.87,1020.59,611.978,1418.27,1019.36,716.363,1142.71,1122.47,745.437,1215.85,1127.88,521.746,1130.8,758.524,529.971,1208.27,480.67,549.16,1228.85,329.444,574.119,1281.4,102.014,676.12,1298.07,95.6219,495.724,1329.57,83.1626,654.005,1450.63,825.26,649.832,1450.02,557.843,764.676,1408.76,447.836,943.029,1309.22,293.487,932.007,1257.55,386.339,930.195,1290.39,213.416
349,0,363.087,1118.03,1723.3,383.482,1265.74,1760.64,505.012,1122.35,1718.84,513.901,1256.11,1728.75,591.493,1181.22,1559.18,689.564,1186.83,1302.68,447.619,1239.91,1470.28,424.246,1266.96,1345.78,684.542,1252.99,1484.23,491.874,1066.4,1514.7,541.011,953.24,1287.88,583.147,968.196,1123.33,520.879,957.227,1039.16,430.131,1045.77,898.766,478.375,989.134,907.84,429.845,1018.39,811.585,581.434,1387.95,1549.95,660.526,1486.94,1344.74,714.903,1467.87,1187.32,,,,551.105,1540.58,981.318,637.216,1542.57,974.847,573.375,1585.81,882.847,471.168,1134.91,1020.77,598.825,1421.17,1019.74,709.352,1147.31,1122.77,736.834,1221.05,1127.51,517.561,1131.3,758.586,527.063,1208.05,480.521,547.632,1228.46,329.295,573.859,1281.06,101.915,675.798,1297.84,95.9804,495.49,1329.04,83.0642,636.931,1455.74,825.86,628.466,1457.7,559.086,743.468,1418.03,449.071,923.262,1319.98,295.981,914.419,1269.91,388.887,910.004,1299.96,216.855
350,0,355.002,1118.96,1723.45,374.595,1266.76,1760.85,496.908,1124.07,1719.16,505.068,1257.81,1729.09,583.304,1183.46,1559.25,681.471,1190.29,1302.79,439.065,1241.32,1470.57,415.39,1268.19,1346.04,675.949,1255.56,1484.2,484.349,1068.03,1514.75,532.517,954.892,1287.48,572.852,969.56,1122.28,509.284,959.45,1038.85,416.565,1049.15,900.579,464.907,992.397,908.482,414.889,1022.47,813.266,572.357,1390.07,1550.04,652.484,1488.89,1345.2,707.602,1469.8,1188.31,,,,546.401,1542.36,980.343,632.796,1544.56,975.012,569.932,1587.63,882.124,464.493,1134.78,1020.83,585.652,1423.8,1020.14,702.365,1152.18,1123.2,728.272,1226.59,1127.52,513.133,1132.1,758.767,524.461,1207.91,480.366,545.936,1228.14,329.178,573.595,1280.77,101.874,675.472,1297.6,96.391,495.262,1328.56,82.9825,620.136,1460.84,826.896,606.637,1464.51,560.683,721.576,1426.55,449.894,902.345,1330.46,297.292,896.624,1282.47,390.246,888.198,1309.82,218.897
351,0,347.031,1119.89,1723.73,365.73,1267.77,1761.15,488.83,1125.72,1719.53,496.301,1259.46,1729.48,575.126,1185.69,1559.45,673.344,1193.82,1302.98,430.554,1242.84,1471.05,406.534,1269.36,1346.47,667.326,1258.26,1484.34,476.906,1069.61,1515.01,524.153,956.567,1287.22,562.621,971.141,1121.39,497.818,961.663,1038.75,403.005,1052.31,902.64,451.432,995.682,909.37,399.904,1026.3,815.249,563.157,1392.25,1550.19,644.383,1490.86,1345.77,700.25,1471.58,1189.43,,,,541.738,1544.05,979.489,627.997,1545.99,975.091,566.419,1589.48,881.715,457.793,1134.62,1020.69,572.455,1426.32,1020.88,695.365,1157.23,1123.57,719.746,1232.14,1127.67,508.982,1133.06,758.764,521.869,1207.91,480.249,544.174,1227.9,329.107,573.376,1280.5,101.886,675.085,1297.48,96.8449,495.045,1328.08,82.9391,603.243,1465.56,828.171,584.412,1470.67,562.36,699.033,1434.55,450.199,880.402,1340.63,297.194,878.031,1294.64,390.061,865.576,1320,219.891
352,0,338.98,1120.8,1724,356.895,1268.79,1761.5,480.807,1127.42,1719.89,487.554,1261.25,1729.9,566.993,1188.06,1559.72,665.283,1197.42,1303.31,422.001,1244.2,1471.44,397.75,1270.42,1346.87,658.647,1260.95,1484.58,469.602,1071.24,1515.43,515.947,958.308,1287.17,552.466,972.811,1120.65,486.366,963.843,1038.92,389.463,1055.27,904.88,438.067,998.57,910.509,385.129,1029.82,817.349,553.746,1394.44,1550.46,636.17,1492.86,1346.51,692.93,1473.28,1190.68,,,,536.969,1545.71,978.841,623.321,1547.73,975.573,562.913,1591.25,881.421,451.117,1134.57,1020.52,559.007,1428.73,1021.96,688.279,1162.39,1123.95,711.183,1237.65,1127.99,505.028,1133.74,758.829,519.244,1208.02,480.211,542.504,1227.93,329.211,573.118,1280.27,101.931,674.709,1297.45,97.3773,494.823,1327.63,82.8624,586.112,1469.54,829.752,562.057,1476.06,564.061,675.766,1441.88,449.85,857.664,1350.59,295.919,858.457,1306.43,388.161,842.049,1330.55,219.699
353,0,331.083,1121.75,1724.35,348.162,1269.78,1761.83,472.893,1129.17,1720.29,478.868,1263.02,1730.29,558.902,1190.35,1560.1,657.151,1200.96,1303.63,413.422,1245.57,1471.95,388.934,1271.25,1347.32,649.847,1263.81,1484.91,462.322,1072.86,1515.98,507.835,960.206,1287.22,542.541,974.655,1120.19,475.148,966.025,1039.41,375.933,1057.89,907.397,424.803,1001.44,911.762,370.191,1032.93,819.902,544.117,1396.57,1550.8,627.775,1494.86,1347.36,685.514,1474.94,1192.11,,,,532.18,1547.37,978.384,618.603,1549.22,976.124,559.355,1592.83,881.283,444.555,1134.58,1020.43,546.091,1430.82,1023,681.005,1167.53,1124.26,702.493,1243.12,1128.36,500.688,1134.81,758.951,516.628,1208.35,480.141,541.034,1227.97,329.262,572.921,1280.12,102.007,674.448,1297.42,97.9677,494.656,1327.25,82.8189,568.602,1472.86,830.971,539.573,1480.64,565.708,652.232,1448.92,449.234,834.295,1360.39,293.738,837.948,1317.53,384.71,817.511,1341.19,218.472
354,0,323.187,1122.71,1724.8,339.483,1270.88,1762.21,464.91,1130.86,1720.69,470.212,1264.78,1730.62,550.883,1192.77,1560.53,649.004,1204.53,1304.09,404.824,1246.78,1472.39,380.019,1272.01,1347.79,641.01,1266.73,1485.28,455.119,1074.5,1516.64,499.743,962.124,1287.47,532.83,976.7,1119.86,464.122,968.299,1039.98,362.438,1060.27,910.021,411.708,1004.04,913.4,355.568,1035.77,822.468,534.407,1398.72,1551.2,619.221,1497,1348.35,678.089,1476.69,1193.67,,,,527.197,1548.96,978.089,613.718,1550.6,976.803,555.661,1594.36,881.29,438.012,1134.65,1020.48,533.008,1432.98,1024.35,673.625,1172.49,1124.64,693.757,1248.43,1128.85,496.579,1135.84,758.933,514.48,1208.59,480.332,539.648,1227.9,329.427,572.712,1279.98,102.125,674.187,1297.39,98.5364,494.484,1326.93,82.7841,551.553,1476.44,832.336,517.345,1484.48,567.507,628.617,1454.94,448.325,810.103,1369.78,290.62,816.631,1327.86,379.771,791.857,1351.58,216.182
355,0,315.366,1123.66,1725.29,330.838,1271.95,1762.53,457.067,1132.63,1721.1,461.588,1266.57,1730.93,542.882,1195.09,1560.98,640.929,1208.05,1304.5,396.191,1247.94,1472.86,371.225,1272.71,1348.22,632.113,1269.67,1485.68,447.983,1076.15,1517.44,491.855,964.136,1287.77,523.347,978.882,1119.72,453.388,970.429,1040.76,349.046,1062.4,912.932,398.842,1006.4,915.309,340.888,1038.16,825.434,524.537,1400.86,1551.6,610.429,1499.23,1349.36,670.691,1478.53,1195.3,,,,522.037,1550.54,977.901,608.719,1551.97,977.546,551.834,1595.74,881.354,431.66,1134.93,1020.39,520.06,1435.02,1025.6,666.147,1177.32,1125.03,684.961,1253.59,1129.34,492.521,1136.89,759.088,512.254,1208.86,480.368,538.337,1227.95,329.542,572.493,1279.91,102.311,673.863,1297.5,99.1982,494.276,1326.59,82.6956,534.476,1479.64,834.029,495.629,1487.45,569.297,605.136,1460.22,447.255,785.309,1378.83,286.438,794.718,1337.32,373.552,765.22,1361.74,213.055
