,,Daunel:LFHD,,,Daunel:RFHD,,,Daunel:LBHD,,,Daunel:RBHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,
Frame,Sub Frame, X, Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
348,0,-779.357,709.573,1644.44,-923.954,752.391,1674.36,-762.92,850.374,1633.78,-894.378,878.481,1637.22,-809.817,941.029,1471.83,-788.3,1041.19,1218.4,-869.458,801.552,1380.08,-888.324,781.073,1255.2,-870.618,1039.33,1398.25,-698.877,838.438,1437.16,-554.312,896.108,1235.35,-536.072,940.18,1076.67,-499.37,886.048,994.778,-545.4,809.851,827.771,-492.661,855.354,856.588,-493.204,814.591,752.441,-1012.91,940.882,1454.47,-1114.84,1022.57,1256.77,-1110.39,1073.07,1095.17,,,,-1181.5,879.631,914.925,-1194.32,964.151,898.988,-1238.84,883.733,821.702,-746.614,809.793,958.07,-1004.98,995.366,927.109,-725.991,1048.06,1037.34,-793.127,1086.53,1046.27,-747.376,775.794,702.423,-830.259,730.57,429.614,-847.56,731.85,276.063,-896.535,731.045,45.1984,-907.943,833.067,32.0392,-947.625,655.016,30.1664,-986.912,1077.05,739.037,-932.667,1127.06,484.57,-889.116,1228.62,357.339,-791.837,1365.15,161.248,-734.347,1365.18,248.231,-788.944,1340.03,88.6457
349,0,-782.456,697.876,1644.7,-927.258,739.811,1674.77,-766.795,838.819,1634.46,-898.334,866.103,1637.95,-814.242,929.857,1472.47,-794.266,1030.11,1219.1,-873.028,789.841,1381.01,-891.896,768.994,1256.25,-875.985,1027.36,1399.05,-702.875,827.987,1438.16,-558.231,885.178,1236.37,-540.38,929.144,1077.41,-503.669,874.617,995.614,-549.833,797.311,829.161,-497.072,843.077,857.597,-497.942,801.764,753.508,-1017.14,927.794,1455.76,-1120.27,1009.09,1258.7,-1115.99,1060.79,1097.39,,,,-1186.21,868.509,915.495,-1199.29,953.065,900.332,-1243.5,873.119,822.22,-750.663,799.235,959.078,-1010.66,981.856,927.545,-732.448,1037.79,1037.94,-799.96,1075.6,1046.63,-751.084,765.336,703.338,-832.883,723.053,428.981,-849.612,726.584,275.275,-897.437,729.29,44.4081,-909.143,831.944,32.94,-947.748,653.86,28.2226,-995.061,1061.67,738.253,-945.401,1108.6,482.601,-900.962,1212.79,358.449,-801.097,1355.99,168.695,-746.028,1353.61,257.223,-795.761,1333.91,94.0719
350,0,-785.393,686.328,1645.12,-930.498,727.36,1675.33,-770.602,827.331,1635.29,-902.356,853.958,1638.93,-818.611,918.742,1473.18,-799.921,1019.07,1219.78,-876.512,778.116,1382.04,-895.437,756.829,1257.42,-881.136,1015.62,1399.9,-706.752,817.469,1439.21,-561.847,874.03,1237.44,-544.208,917.757,1078.12,-507.648,862.908,996.491,-554.004,784.414,830.65,-501.243,830.495,858.656,-502.516,788.478,754.724,-1021.37,914.954,1457.1,-1125.76,995.719,1260.62,-1121.69,1048.59,1099.58,,,,-1190.98,857.486,916.11,-1204.42,942.272,901.614,-1248.27,862.789,822.586,-754.545,788.647,959.545,-1016.06,967.994,928.145,-738.698,1027.27,1038.37,-806.539,1064.34,1046.77,-754.152,756.185,703.424,-835.351,716.582,428.215,-851.793,722.158,274.519,-898.376,728.451,43.9423,-909.729,831.583,33.1801,-949.591,653.456,27.9756,-1003.46,1045.64,737.646,-958.726,1088.72,480.688,-913.634,1195.28,359.659,-811.13,1345.21,176.978,-758.394,1340,266.75,-803.546,1326.46,100.113
351,0,-788.373,674.842,1645.69,-933.708,714.995,1676.02,-774.329,815.979,1636.33,-906.185,841.829,1639.98,-822.898,907.74,1473.99,-805.306,1007.84,1220.38,-880.01,766.536,1383.27,-898.963,745.023,1258.65,-886.151,1003.93,1400.61,-710.505,806.972,1440.27,-565.209,862.579,1238.47,-547.635,906.142,1078.89,-511.362,851.025,997.441,-557.811,771.165,832.286,-505.125,817.566,859.754,-506.808,774.871,755.954,-1025.58,902.455,1458.37,-1131.35,982.526,1262.42,-1127.52,1036.57,1101.8,,,,-1196.09,846.865,916.52,-1209.69,931.639,902.844,-1253.09,852.797,822.859,-757.751,777.981,959.524,-1021.4,953.804,928.803,-744.622,1016.49,1038.88,-812.826,1053.02,1046.89,-756.866,748.515,702.528,-837.938,710.838,427.505,-854.053,718.33,273.898,-899.18,728.109,43.6424,-909.665,830.915,33.1732,-950.539,653.239,27.401,-1012.21,1028.74,737.004,-972.342,1067.38,478.765,-926.793,1176.11,361.56,-822.177,1332.4,185.659,-771.405,1324.39,276.604,-812.066,1317.35,106.633
352,0,-791.377,663.487,1646.46,-936.918,702.816,1676.92,-777.979,804.743,1637.59,-910.056,829.968,1641.34,-827.184,896.849,1474.85,-810.464,996.628,1220.98,-883.483,754.998,1384.63,-902.402,733.36,1259.82,-891.095,992.411,1401.26,-714.253,796.689,1441.33,-568.459,851.086,1239.49,-550.69,894.287,1079.77,-514.689,838.491,998.36,-561.321,757.661,833.976,-508.724,804.343,860.854,-510.764,760.933,757.297,-1029.78,890.165,1459.52,-1136.93,969.63,1264.13,-1133.48,1024.65,1103.84,,,,-1201.48,836.57,916.591,-1215.21,921.27,903.93,-1258.11,843.049,822.997,-760.644,766.92,959.066,-1026.57,939.321,929.485,-750.398,1005.68,1039.45,-818.885,1041.61,1046.91,-759.905,742.308,701.087,-840.601,705.307,426.751,-856.2,714.716,273.472,-899.801,727.726,43.4216,-910.072,830.195,33.2331,-950.81,653.073,26.8183,-1021.36,1011.7,736.773,-985.955,1045.07,477.011,-939.937,1155.17,363.065,-834.415,1317.89,194.166,-784.937,1306.96,286.345,-821.34,1306.71,113.054
353,0,-794.378,652.356,1647.32,-940.045,690.876,1677.86,-781.617,793.606,1638.92,-913.792,818.266,1642.72,-831.465,886.142,1475.71,-815.568,985.479,1221.63,-886.974,743.63,1385.98,-905.828,721.63,1261.16,-896.033,981.091,1401.95,-717.984,786.607,1442.39,-571.689,839.654,1240.56,-553.47,882.018,1080.47,-517.821,825.705,999.494,-564.529,743.784,835.743,-511.895,790.825,862.166,-514.382,746.736,758.71,-1034.05,878.114,1460.57,-1142.41,956.998,1265.72,-1139.42,1012.83,1105.8,,,,-1206.85,826.457,916.882,-1220.92,911.187,904.99,-1263.27,833.596,823.093,-762.757,755.373,958.743,-1031.57,924.744,930.235,-756.107,995.101,1040.22,-824.993,1030.39,1046.91,-763.04,736.785,699.533,-843.168,699.823,426.154,-858.256,711.41,273.089,-900.378,727.387,43.2214,-910.831,830.019,33.518,-951.541,652.908,26.5954,-1030.31,993.406,736.431,-999.553,1021.76,475.588,-953.501,1132.88,364.289,-847.473,1301.78,201.957,-798.928,1287.97,295.689,-831.089,1294.38,120.119
354,0,-797.411,641.383,1648.33,-943.208,679.226,1678.9,-785.233,782.711,1640.23,-917.526,806.818,1644.09,-835.866,875.533,1476.62,-820.742,974.492,1222.35,-890.471,732.467,1387.35,-909.236,710.034,1262.55,-901.023,969.771,1402.65,-721.746,776.629,1443.56,-574.965,828.352,1241.62,-556.103,869.675,1081.32,-520.738,812.584,1000.74,-567.355,729.729,837.602,-514.776,776.888,863.559,-517.609,732.071,760.36,-1038.35,866.168,1461.61,-1147.69,944.609,1267.17,-1145.28,1001.24,1107.72,,,,-1212,816.418,917.344,-1226.68,901.334,906.047,-1268.57,824.416,823.188,-764.665,745.227,958.281,-1036.44,910.183,930.886,-761.722,984.844,1041.31,-831.164,1019.46,1047.05,-765.698,731.013,698.685,-845.38,694.649,425.655,-859.931,708.287,272.68,-900.952,727.082,43.0617,-911.311,829.848,33.7024,-952.088,652.889,26.3079,-1039.38,975.195,736.38,-1013.12,997.687,474.335,-966.825,1109.82,365.586,-860.517,1284.16,209.47,-813.243,1267.85,304.325,-841.353,1280.11,127.056
355,0,-800.42,630.732,1649.37,-946.396,667.851,1680.05,-788.856,772.111,1641.52,-921.247,795.61,1645.36,-840.404,865.121,1477.65,-826.025,963.733,1223.19,-893.976,721.362,1388.67,-912.506,698.671,1263.87,-906.041,958.635,1403.42,-725.616,766.869,1444.71,-578.272,817.302,1242.77,-558.737,857.173,1082.28,-523.581,799.468,1002.2,-569.995,715.397,839.617,-517.364,762.55,865.175,-520.519,717.052,762.169,-1042.75,854.245,1462.58,-1152.76,932.491,1268.54,-1150.95,989.804,1109.54,,,,-1217.36,806.61,917.384,-1232.54,891.827,907.164,-1274.05,815.576,823.417,-766.322,735.58,958.516,-1041.26,895.293,931.816,-767.475,975.07,1042.63,-837.538,1008.79,1047.32,-767.998,724.939,698.646,-847.523,689.864,425.216,-861.344,705.333,272.375,-901.293,726.795,42.907,-911.63,829.329,33.8868,-952.448,652.719,26.1153,-1048.36,956.557,736.427,-1026.36,973.792,473.697,-980.048,1086.53,367.094,-873.04,1265,216.385,-827.58,1246.97,311.627,-851.94,1263.63,133.491
356,0,-803.369,620.336,1650.55,-949.576,656.724,1681.32,-792.557,761.806,1642.66,-925.099,784.596,1646.58,-844.968,854.684,1478.74,-831.471,953.267,1224.19,-897.505,710.406,1389.99,-915.696,687.391,1265.14,-911.277,947.597,1404.29,-729.468,757.255,1446.09,-581.645,806.479,1243.99,-561.352,844.618,1083.25,-526.212,785.951,1003.69,-572.458,700.785,841.77,-519.726,748.021,866.995,-523.039,701.748,764.334,-1047.22,842.376,1463.59,-1157.63,920.591,1269.88,-1156.49,978.621,1111.48,,,,-1222.53,797.402,917.424,-1238.25,882.483,908.191,-1279.51,807.087,823.624,-767.985,726.591,959.113,-1046.18,880.129,932.886,-773.431,965.756,1044.18,-844.066,998.403,1047.8,-770.175,718.487,699.028,-848.896,685.505,424.839,-862.267,702.844,272.078,-901.498,726.634,42.7728,-912.036,828.989,34.1405,-952.619,652.675,25.9712,-1057.19,937.892,736.914,-1038.92,949.809,473.596,-992.819,1062.92,368.583,-885.356,1244.83,222.52,-841.709,1225.59,317.398,-862.534,1244.63,139.781
357,0,-806.314,610.149,1651.91,-952.7,645.695,1682.72,-796.372,751.686,1643.82,-929.013,773.693,1647.85,-849.546,844.304,1480.03,-836.997,943.082,1225.38,-900.951,699.541,1391.31,-918.733,676.324,1266.4,-916.563,936.659,1405.32,-733.344,747.709,1447.56,-585.089,795.82,1245.34,-564.116,832.147,1084.25,-528.813,772.639,1005.48,-574.638,686.095,844.209,-521.892,733.296,869.178,-525.18,686.151,766.81,-1051.78,830.471,1464.63,-1162.39,908.878,1271.2,-1161.8,967.602,1113.41,,,,-1227.8,788.484,917.553,-1243.86,873.56,909.314,-1285.21,798.943,824.127,-769.527,718.038,959.959,-1050.99,865.192,934.162,-779.605,956.911,1045.7,-850.813,988.296,1048.49,-772.226,711.921,699.567,-849.793,681.654,424.528,-862.915,700.707,271.812,-901.609,726.479,42.6505,-912.228,828.869,34.3256,-952.696,652.571,25.86,-1065.76,919.092,737.975,-1050.6,925.93,474.42,-1005.16,1039.34,370.522,-897.58,1223.15,227.455,-855.335,1203.95,322.02,-873.34,1222.91,145.571
358,0,-809.263,600.057,1653.31,-955.863,634.644,1684.26,-800.241,741.6,1645.08,-933.039,762.795,1649.25,-854.243,834.06,1481.48,-842.525,933.04,1226.81,-904.423,688.813,1392.76,-921.703,665.37,1267.74,-921.864,925.745,1406.47,-737.326,738.307,1449.18,-588.652,785.344,1246.8,-567.028,819.757,1085.39,-531.406,759.419,1007.42,-576.804,671.057,846.952,-524.083,718.524,871.646,-527.058,670.365,769.723,-1056.37,818.594,1465.69,-1167.05,897.354,1272.58,-1166.76,956.635,1115.34,,,,-1233,779.681,917.731,-1249.26,864.831,910.52,-1290.85,791.103,824.685,-771.032,709.914,960.706,-1055.77,850.238,935.789,-785.915,948.3,1047.24,-857.677,978.285,1049.45,-774.042,705.595,699.933,-850.279,678.201,424.004,-863.091,698.742,271.534,-901.594,726.3,42.4836,-912.244,828.673,34.4822,-952.48,652.427,25.6799,-1074.08,900.251,739.675,-1061.58,901.808,476.133,-1016.97,1015.1,372.651,-909.311,1199.88,231.412,-868.562,1181.71,325.714,-884.504,1199.17,150.457
359,0,-812.188,590.006,1654.81,-959.059,623.501,1685.89,-804.223,731.564,1646.55,-937.183,751.772,1650.85,-859.005,823.836,1483.09,-848.108,923.021,1228.4,-907.861,678.1,1394.3,-924.53,654.567,1269.18,-927.256,914.84,1407.85,-741.253,728.992,1451.03,-592.276,774.977,1248.48,-570.068,807.419,1086.71,-534.096,746.38,1009.62,-578.775,655.971,849.995,-526.198,703.737,874.385,-528.636,654.416,773.106,-1060.99,806.7,1466.89,-1171.61,885.914,1274.03,-1171.31,945.638,1117.2,,,,-1238.06,771.23,917.887,-1254.43,856.491,911.724,-1296.37,783.637,825.234,-772.241,701.544,961.57,-1060.51,835.165,937.799,-792.371,939.775,1048.84,-864.627,968.25,1050.71,-775.524,700.049,700.244,-850.31,675.277,423.468,-863.136,696.867,271.077,-901.471,726.115,42.3496,-912.227,828.404,34.6067,-952.188,652.286,25.5741,-1082.06,881.226,741.883,-1072.08,877.141,478.614,-1028.46,990.055,374.751,-920.567,1175.01,234.142,-881.386,1158.49,328.333,-895.91,1173.78,153.976
360,0,-815.255,579.789,1656.34,-962.293,612.21,1687.49,-808.347,721.489,1648.32,-941.403,740.654,1652.65,-863.769,813.619,1484.91,-853.664,913.133,1230.2,-911.343,667.437,1396.01,-927.308,643.805,1270.8,-932.546,904.01,1409.46,-745.223,719.82,1453.14,-595.948,764.713,1250.35,-573.21,795.192,1088.19,-536.804,733.268,1012,-580.765,640.756,853.424,-528.43,688.904,877.447,-530.102,638.339,776.882,-1065.63,794.808,1468.2,-1176.12,874.539,1275.56,-1175.76,935.116,1119.32,,,,-1243.16,762.95,918.125,-1259.34,848.338,912.999,-1301.72,776.494,825.831,-773.352,693.256,962.275,-1064.95,820.146,940.017,-798.929,931.139,1050.5,-871.71,958.049,1052.23,-776.812,695.222,700.506,-850.282,672.424,423.071,-863.079,695.018,270.682,-901.24,725.954,42.2299,-912.23,828.075,34.8359,-951.824,652.134,25.4737,-1089.71,861.811,744.377,-1082.19,851.799,481.413,-1039.54,963.925,376.415,-931.705,1148.85,235.538,-893.546,1134.33,329.722,-907.86,1147.09,156.122
361,0,-818.395,569.586,1657.94,-965.695,600.753,1689.11,-812.544,711.246,1650.27,-945.757,729.435,1654.55,-868.701,803.506,1486.83,-859.119,903.066,1232.05,-914.698,656.928,1397.83,-929.969,633.012,1272.63,-937.887,893.139,1411.17,-749.243,710.793,1455.42,-599.645,754.654,1252.41,-576.51,783.218,1089.96,-539.635,720.313,1014.69,-582.671,625.533,857.242,-530.634,674.214,880.834,-531.352,622.226,781.175,-1070.24,782.964,1469.63,-1180.58,863.274,1277.18,-1179.86,924.506,1121.44,,,,-1247.94,755.122,918.265,-1264.03,840.419,914.294,-1306.86,769.686,826.495,-774.419,684.957,963.082,-1069.1,805.061,942.502,-805.553,922.328,1052.13,-878.776,947.702,1053.94,-777.959,691.259,700.691,-850.097,670.098,422.708,-862.955,693.38,270.416,-901.047,725.848,42.1425,-912.021,827.781,34.9476,-951.417,652.036,25.3567,-1097.02,842.253,747.168,-1091.89,825.65,484.218,-1050.19,936.942,377.592,-942.966,1121.84,235.601,-905.153,1109.21,329.823,-919.843,1118.74,157.132
362,0,-821.623,559.336,1659.51,-969.212,589.256,1690.63,-816.799,701.081,1652.42,-950.168,718.204,1656.55,-873.531,793.511,1488.78,-864.605,892.944,1233.92,-918.095,646.372,1399.78,-932.632,622.307,1274.52,-943.17,882.31,1412.94,-753.295,701.853,1457.86,-603.451,744.84,1254.61,-579.951,771.374,1091.78,-542.494,707.582,1017.54,-584.404,610.331,861.304,-532.912,659.598,884.457,-532.606,606.072,785.825,-1074.79,771.183,1471.05,-1184.96,851.914,1278.82,-1183.68,913.808,1123.43,,,,-1252.86,747.15,918.767,-1268.53,832.655,915.645,-1311.73,763.114,827.099,-775.482,676.693,963.863,-1072.97,790.021,945.155,-812.108,913.199,1053.83,-885.726,937.118,1055.68,-779.084,687.727,700.962,-850.042,668.346,422.392,-862.818,692.287,270.309,-900.901,725.785,42.1242,-912.292,827.642,35.1894,-951.17,651.961,25.2987,-1103.75,822.114,750.154,-1100.86,799.046,487.349,-1060.17,909.272,378.302,-953.993,1093.7,234.491,-916.41,1083.24,328.568,-931.971,1089.03,156.8
363,0,-824.944,548.994,1661.15,-972.809,577.697,1692.06,-821.183,690.753,1654.59,-954.668,706.897,1658.53,-878.442,783.533,1490.77,-869.928,882.801,1235.81,-921.476,635.806,1401.78,-935.276,611.443,1276.56,-948.378,871.483,1414.71,-757.357,692.901,1460.37,-607.315,735.115,1256.87,-583.472,759.672,1093.76,-545.423,694.956,1020.56,-586.359,594.888,865.827,-535.242,645.055,888.303,-533.852,589.984,790.755,-1079.26,759.375,1472.57,-1189.28,840.616,1280.47,-1187.63,903.679,1125.81,,,,-1257.42,739.44,919.13,-1272.73,825.097,917.021,-1316.29,756.711,827.698,-776.61,668.385,964.839,-1076.75,774.877,948.031,-818.486,903.909,1055.73,-892.638,926.496,1057.62,-780.273,684.518,701.256,-850.034,667.084,422.28,-862.683,691.742,270.249,-900.763,725.863,42.0663,-912.398,827.724,35.3631,-950.961,651.97,25.2345,-1110.17,802.246,753.341,-1108.89,772.431,490.882,-1069.56,881.29,378.901,-964.654,1064.24,232.362,-927.48,1056.41,325.414,-944.01,1057.83,155.436
364,0,-828.288,538.714,1662.77,-976.446,566.204,1693.5,-825.595,680.658,1656.77,-959.191,695.666,1660.42,-883.335,773.558,1492.64,-875.265,872.448,1237.62,-924.761,625.263,1403.74,-937.877,600.685,1278.64,-953.619,860.585,1416.38,-761.431,683.89,1462.85,-611.156,725.482,1259.23,-587.005,748.244,1095.81,-548.344,682.533,1023.64,-588.204,579.621,870.415,-537.695,630.685,892.293,-535.216,573.877,795.892,-1083.72,747.608,1474.01,-1193.58,829.235,1282.09,-1191.54,893.437,1128.13,,,,-1261.68,731.866,919.536,-1276.82,817.538,918.487,-1320.55,750.513,828.292,-777.772,660.083,965.851,-1080.17,759.66,950.803,-824.8,894.387,1057.7,-899.479,915.844,1059.56,-781.593,681.185,701.786,-850.303,666.491,422.308,-862.589,691.345,270.348,-900.678,725.96,42.0696,-912.466,827.72,35.4754,-950.658,652.068,25.1428,-1116.07,782.293,756.534,-1115.8,745.782,494.618,-1078.14,853.064,379.502,-975.602,1034.29,229.226,-938.529,1029.66,320.905,-955.864,1025.24,152.659
365,0,-831.688,528.46,1664.4,-980.074,554.745,1694.82,-830.011,670.404,1658.86,-963.722,684.451,1662.22,-888.138,763.621,1494.58,-880.532,862.038,1239.42,-928.143,614.685,1405.7,-940.453,589.922,1280.63,-958.785,849.706,1418,-765.504,674.806,1465.3,-615.041,715.981,1261.52,-590.573,736.824,1097.75,-551.413,670.381,1026.63,-589.955,564.502,875.194,-540.203,616.405,896.214,-536.679,557.92,801.131,-1088.15,735.861,1475.35,-1197.88,817.966,1283.68,-1195.49,883.254,1130.4,,,,-1265.6,724.49,919.738,-1280.78,810.299,919.878,-1324.42,744.188,828.6,-778.995,652.407,966.788,-1083.73,744.589,953.789,-830.995,884.92,1059.74,-906.214,905.063,1061.4,-783.168,677.624,702.436,-850.451,666.02,422.558,-862.701,691.272,270.502,-900.657,726.035,42.1361,-912.698,827.698,35.6248,-950.573,652.107,25.1585,-1121.43,762.263,760.132,-1121.96,719.78,498.559,-1086.1,824.774,380.004,-986.25,1003.23,224.314,-949.556,1002.7,314.995,-967.84,991.715,149.223
366,0,-835.068,518.214,1666.02,-983.605,543.299,1696.07,-834.425,660.168,1660.9,-968.203,673.195,1663.94,-892.972,753.539,1496.5,-885.705,851.551,1241.08,-931.569,604.037,1407.64,-943.119,579.174,1282.62,-963.936,838.763,1419.53,-769.588,665.667,1467.67,-618.883,706.489,1263.78,-594.082,725.752,1099.65,-554.448,658.131,1029.7,-592,549.18,880.176,-542.81,602.264,900.113,-538.329,542.109,806.321,-1092.6,724.077,1476.56,-1202.19,806.726,1285.18,-1199.39,873.074,1132.51,,,,-1269.33,717.076,919.96,-1284.49,802.799,921.154,-1328.03,737.965,829.021,-780.396,644.346,967.693,-1087.03,729.62,956.632,-837.11,875.342,1061.83,-912.782,894.109,1063.16,-784.987,674.055,703.264,-850.96,665.955,422.8,-863.033,691.309,270.725,-900.688,726.118,42.231,-912.844,827.753,35.7879,-950.555,652.181,25.1782,-1126.35,742.682,763.758,-1127.19,694.173,502.715,-1093.54,796.444,380.267,-997.209,971.547,218.52,-960.662,975.134,307.654,-979.793,956.93,144.713
367,0,-838.492,507.911,1667.53,-987.228,531.873,1697.33,-838.849,649.935,1662.82,-972.661,661.932,1665.54,-897.762,743.385,1498.25,-890.784,841.126,1242.71,-934.939,593.387,1409.4,-945.77,568.494,1284.42,-968.975,827.841,1420.97,-773.651,656.425,1469.84,-622.722,697.189,1265.96,-597.643,714.822,1101.54,-557.513,646.414,1032.59,-593.963,534.027,885.193,-545.57,588.279,903.962,-540.124,526.389,811.562,-1096.95,712.29,1477.63,-1206.51,795.459,1286.58,-1203.55,863.234,1134.8,,,,-1272.73,709.644,920.045,-1288.07,795.316,922.314,-1331.29,731.682,829.219,-782.107,635.899,968.715,-1090.43,714.758,959.586,-843.191,865.805,1063.83,-919.201,883.196,1064.73,-787.021,670.105,704.085,-851.518,665.554,423.126,-863.394,691.322,270.992,-900.834,726.221,42.3462,-913.04,827.843,35.8136,-950.561,652.259,25.2224,-1130.83,722.973,767.33,-1131.61,669.192,506.898,-1100.3,768.044,380.173,-1007.98,939.273,211.921,-971.486,947.005,299.29,-991.333,921.266,139.363
368,0,-841.855,497.651,1668.87,-990.826,520.476,1698.46,-843.177,639.619,1664.51,-977.095,650.749,1667.04,-902.508,733.162,1499.81,-895.786,830.648,1244.11,-938.309,582.695,1410.98,-948.474,557.672,1286.1,-973.901,816.802,1422.28,-777.725,647.009,1471.91,-626.585,687.924,1268.01,-601.42,703.833,1103.02,-560.508,634.651,1035.25,-596.009,519.055,890.156,-548.388,574.403,907.764,-542.286,510.782,816.616,-1101.31,700.458,1478.57,-1210.79,784.221,1287.84,-1207.58,853.205,1136.8,,,,-1275.86,702.336,919.95,-1291.43,787.992,923.417,-1334.32,725.277,829.249,-783.972,628.008,969.33,-1093.84,700.081,962.466,-849.162,856.22,1065.6,-925.488,872.224,1066.06,-789.174,666.019,704.826,-852.203,665.358,423.403,-863.897,691.399,271.248,-900.981,726.363,42.4945,-913.164,828.006,35.9094,-950.612,652.32,25.2943,-1135.25,703.867,770.998,-1135.37,644.81,510.998,-1106.97,739.929,380.024,-1018.91,906.049,204.203,-981.889,918.376,290.035,-1002.93,884.782,133.263
369,0,-845.219,487.371,1670.05,-994.399,509.154,1699.41,-847.483,629.308,1666.02,-981.471,639.513,1668.31,-907.198,722.836,1501.18,-900.666,820.075,1245.34,-941.776,571.865,1412.36,-951.259,546.806,1287.47,-978.794,805.738,1423.39,-781.849,637.488,1473.71,-630.471,678.491,1269.9,-605.015,693.064,1104.55,-563.56,623.081,1037.76,-598.176,504.289,895.187,-551.25,560.687,911.392,-544.63,495.379,821.508,-1105.6,688.669,1479.24,-1215.04,772.944,1288.93,-1211.63,843.132,1138.65,,,,-1278.76,694.952,919.777,-1294.81,780.302,924.216,-1337.04,718.877,829.078,-786.315,619.611,969.828,-1097.36,685.579,965.267,-855.06,846.449,1067.1,-931.595,861.344,1067.16,-791.363,661.806,705.543,-852.847,665.078,423.648,-864.36,691.389,271.466,-901.143,726.484,42.6718,-913.345,828.04,35.903,-950.745,652.483,25.2721,-1139.48,684.806,774.709,-1138.63,621.322,515.004,-1113.09,712.169,379.555,-1030.05,872.056,195.452,-992.17,888.925,280.148,-1014.56,847.643,126.633
370,0,-848.579,477.114,1671.04,-997.947,497.828,1700.25,-851.791,618.987,1667.15,-985.853,628.331,1669.28,-911.855,712.536,1502.35,-905.461,809.516,1246.3,-945.177,561.038,1413.46,-954.039,535.936,1288.64,-983.585,794.639,1424.2,-785.939,627.893,1475.29,-634.345,669.134,1271.66,-608.564,682.294,1105.93,-566.724,611.569,1040.1,-600.553,489.578,899.984,-554.231,546.976,914.812,-547.261,480.085,826.175,-1109.85,676.81,1479.79,-1219.26,761.721,1289.87,-1215.66,833.044,1140.26,,,,-1281.57,687.476,919.391,-1297.97,772.687,924.887,-1339.6,712.337,828.734,-788.762,610.871,970.169,-1100.78,671.352,967.864,-860.835,836.635,1068.34,-937.525,850.356,1067.87,-793.562,657.176,706.118,-853.3,664.741,423.877,-864.611,691.313,271.652,-901.254,726.681,42.7228,-913.637,828.203,35.7676,-950.879,652.651,25.1122,-1143.77,666.226,778.219,-1141.46,598.453,518.608,-1118.86,684.751,378.99,-1041.15,837.6,186.561,-1002.08,859.079,269.675,-1026.22,809.682,119.346
371,0,-851.916,466.871,1671.79,-1001.46,486.558,1700.76,-856.125,608.785,1668.05,-990.228,617.117,1669.91,-916.485,702.18,1503.29,-910.13,798.921,1246.95,-948.619,550.169,1414.23,-956.834,524.968,1289.45,-988.265,783.411,1424.81,-790.011,618.111,1476.68,-638.162,659.633,1273.15,-612.014,671.606,1107.15,-569.921,600.24,1042.2,-603.035,475.134,904.577,-557.335,533.393,918.086,-550.122,464.942,830.552,-1114.05,664.946,1480.07,-1223.38,750.386,1290.48,-1219.49,822.753,1141.56,,,,-1284.18,679.945,918.759,-1300.97,764.952,925.329,-1342.01,705.712,828.186,-791.42,602.071,970.349,-1104.29,657.302,970.125,-866.496,826.685,1069.21,-943.287,839.35,1068.28,-795.751,652.42,706.654,-853.729,664.097,423.911,-864.879,691.462,271.696,-901.273,726.742,42.833,-913.715,828.176,36.2063,-950.812,652.731,25.1318,-1147.84,648.057,781.417,-1143.87,576.725,521.946,-1124.44,657.934,378.26,-1052.13,802.627,177.353,-1011.63,828.716,258.752,-1037.62,771.253,111.781
