,,Daunel:LFHD,,,Daunel:RFHD,,,Daunel:LBHD,,,Daunel:RBHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,
Frame,Sub Frame, X, Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
50,0,919.812,-606.456,1735.14,1067.58,-626.617,1771.86,928.727,-746.869,1714.39,1062.55,-753.139,1725.44,1027.77,-815.988,1559.96,1074.13,-916.138,1307.7,1042.49,-661.569,1468.99,1064.15,-635.576,1344.65,1129.45,-882.056,1491.61,890.973,-758.202,1507.43,796.682,-838.112,1279.97,813.806,-865.488,1115.35,773.344,-810.889,1035.74,811.638,-691.99,893.128,775.359,-756.866,904.901,777.338,-700.077,808.757,1219.59,-738.971,1560.04,1356.46,-789.892,1372.43,1374.3,-855.984,1217.37,,,,1391.51,-676.567,1010.84,1426.4,-756.628,1007.01,1446.77,-681.201,915.339,950.143,-727.078,1040.64,1264.64,-768.199,1018.21,1038.72,-950.178,1127.2,1116.03,-955.294,1130.28,942.352,-720.185,781.579,988.127,-670.505,504.998,995.443,-698.279,353.823,1026.7,-735.023,125.028,1061.91,-830.672,120.311,1056.32,-652.43,107.833,1297.23,-795.982,820.715,1284.2,-779.567,557.025,1274.95,-899.622,451.179,1223.75,-1105.69,309.449,1182.91,-1109.89,401.34,1203.27,-1100.31,235.261
51,0,918.421,-595.108,1737.43,1066.2,-614.864,1774.33,927.803,-735.443,1716.5,1061.63,-741.268,1727.74,1026.6,-804.097,1562.3,1073.11,-904.545,1310.09,1041.76,-649.81,1471.35,1063.5,-623.989,1346.92,1127.9,-870.647,1494.01,889.895,-745.936,1509.62,794.749,-824.032,1281.81,811.262,-850.446,1116.77,771.711,-794.265,1037.62,811.489,-673.859,896.73,774.526,-738.569,907.549,777.265,-680.481,812.238,1218.62,-727.878,1562.32,1355.23,-780.059,1374.88,1372.62,-846.397,1219.89,,,,1391.98,-667.121,1013.36,1426.12,-747.425,1009.55,1447.41,-672.329,918.014,948.415,-717.079,1041.59,1263.65,-755.039,1021.42,1038.75,-938.961,1129.68,1116.15,-943.528,1132.59,940.707,-715.038,782.002,986.238,-669.02,504.524,993.923,-697.482,353.543,1026.08,-735.036,124.89,1061.52,-830.523,120.59,1055.47,-652.388,107.706,1297.03,-778.27,824.347,1284.87,-753.59,561.382,1274.73,-871.808,453.682,1221.58,-1076.61,310.378,1181.82,-1081.62,401.648,1201.04,-1069.77,237.244
52,0,917.355,-583.536,1739.65,1065.03,-602.812,1776.82,926.98,-723.956,1718.87,1060.86,-729.343,1730.21,1025.4,-792.339,1564.73,1071.97,-892.826,1312.49,1041.21,-638.184,1473.73,1062.98,-612.332,1349.36,1126.37,-859.205,1496.44,888.946,-733.692,1511.98,792.942,-809.98,1283.78,808.722,-835.099,1118.43,770.041,-777.32,1039.93,811.435,-655.628,900.62,773.724,-720.12,910.434,777.314,-660.832,815.998,1217.71,-716.858,1564.75,1353.86,-770.195,1377.29,1370.86,-836.869,1222.5,,,,1392.42,-657.854,1015.98,1425.73,-738.552,1012.26,1447.97,-663.671,920.703,946.67,-706.976,1042.57,1262.63,-741.715,1024.99,1038.89,-927.714,1132.31,1116.24,-931.611,1135.05,939.168,-710.048,782.393,984.63,-667.953,504.235,992.479,-696.987,353.334,1025.52,-735.09,124.745,1061.15,-830.516,120.821,1054.69,-652.429,107.614,1296.68,-760.24,828.194,1285.35,-727.685,565.892,1274.33,-843.677,455.517,1219.03,-1046.24,309.847,1180.61,-1052.82,400.141,1198.59,-1037.62,237.516
53,0,916.26,-571.839,1742.07,1064.04,-590.77,1779.16,926.368,-712.177,1721.38,1060.27,-717.234,1732.78,1024.33,-780.727,1567.26,1070.9,-881.168,1314.99,1040.7,-626.447,1476.29,1062.54,-600.656,1351.93,1124.87,-847.735,1498.85,888.129,-721.539,1514.53,791.212,-795.904,1286.02,806.45,-819.854,1120.21,768.481,-760.527,1042.29,811.408,-637.357,904.769,773.168,-701.829,913.667,777.395,-641.176,820.079,1216.84,-705.88,1567.24,1352.75,-760.468,1380.02,1369.14,-827.363,1225.19,,,,1392.81,-648.745,1018.68,1425.36,-729.673,1014.93,1448.65,-655.05,923.644,944.818,-697.208,1043.66,1261.34,-728.509,1028.56,1039.02,-916.353,1135.03,1116.51,-919.61,1137.58,938.06,-705.342,783.392,983.273,-667.354,504.123,991.271,-696.829,353.344,1025.08,-735.17,124.73,1060.97,-830.438,121.053,1053.94,-652.451,107.588,1296.4,-742.081,832.358,1285.68,-701.861,570.614,1273.7,-815.259,456.877,1216.55,-1015.1,308.057,1179.37,-1023.57,397.172,1196.1,-1004.34,236.508
54,0,915.622,-560.053,1744.29,1063.31,-578.561,1781.62,925.931,-700.415,1723.96,1059.82,-705.193,1735.44,1023.36,-769.08,1569.73,1069.92,-869.402,1317.42,1040.31,-614.8,1478.82,1062.13,-588.946,1354.62,1123.47,-836.202,1501.25,887.483,-709.351,1517.15,789.603,-781.741,1288.39,804.106,-804.497,1122.19,766.962,-743.685,1044.95,811.468,-619.363,909.113,772.366,-683.265,917.046,777.508,-621.464,824.351,1216.03,-694.906,1569.83,1351.62,-750.643,1382.75,1367.41,-817.953,1227.99,,,,1393.11,-639.557,1021.34,1424.79,-720.911,1017.82,1449.22,-646.458,926.487,943.13,-687.368,1044.91,1259.96,-715.063,1032.29,1039.35,-904.863,1137.74,1116.91,-907.534,1140.15,937.036,-700.144,784.329,982.236,-666.945,504.287,990.31,-696.838,353.531,1024.74,-735.223,124.784,1060.88,-830.364,121.38,1053.34,-652.446,107.562,1296.13,-723.793,836.6,1285.66,-676.561,575.559,1272.96,-787.088,458.089,1214.26,-982.856,304.567,1178.04,-993.97,392.824,1193.85,-969.48,233.999
55,0,914.857,-548.253,1746.72,1062.73,-566.277,1783.94,925.7,-688.564,1726.53,1059.54,-693.049,1738.07,1022.47,-757.486,1572.17,1069.1,-857.558,1319.7,1040.01,-603.067,1481.5,1061.86,-577.17,1357.3,1122.17,-824.651,1503.55,886.92,-697.173,1519.81,787.998,-767.602,1290.88,802.042,-789.022,1124.13,765.536,-726.779,1047.72,811.659,-601.068,913.629,771.947,-664.913,920.676,777.664,-601.811,828.76,1215.25,-684.061,1572.36,1350.61,-740.845,1385.47,1365.75,-808.507,1230.81,,,,1393.49,-630.59,1024.06,1424.37,-712.183,1020.71,1449.7,-638.063,929.303,941.397,-677.238,1046.24,1258.56,-701.344,1036.08,1039.8,-893.44,1140.45,1117.45,-895.541,1142.67,936.284,-694.91,785.282,981.512,-666.76,504.552,989.541,-696.985,353.829,1024.51,-735.31,124.937,1060.67,-830.419,121.754,1052.83,-652.483,107.575,1295.93,-705.609,841.021,1285.3,-651.749,580.678,1272.01,-759.034,459.2,1212.2,-949.931,299.847,1176.46,-963.723,386.873,1191.98,-933.614,230.385
56,0,914.449,-536.484,1749,1062.32,-554.098,1786.19,925.467,-676.839,1729.23,1059.41,-680.96,1740.63,1021.76,-745.936,1574.4,1068.32,-845.709,1321.86,1039.77,-591.378,1484.05,1061.51,-565.33,1360,1120.95,-813.112,1505.75,886.515,-685.037,1522.51,786.541,-753.445,1293.42,799.763,-773.929,1126.36,764.087,-710.041,1050.53,811.697,-583.161,918.191,771.342,-646.377,924.379,777.89,-582.2,833.305,1214.59,-673.107,1574.8,1349.63,-731.036,1388.11,1364.26,-799.185,1233.61,,,,1393.71,-621.673,1026.62,1423.84,-703.487,1023.39,1449.93,-629.737,931.931,939.923,-667.103,1047.62,1257.15,-687.744,1039.73,1040.42,-881.83,1142.98,1118.06,-883.413,1145.03,935.8,-689.563,786.364,981.034,-666.673,504.942,989.009,-697.187,354.211,1024.29,-735.351,125.097,1060.59,-830.493,122.068,1052.4,-652.513,107.568,1295.82,-687.965,845.522,1284.63,-627.649,585.824,1270.98,-731.112,460.052,1210.38,-916.002,293.955,1174.78,-933.195,379.942,1190.23,-896.584,225.609
57,0,914.109,-524.744,1751.16,1062.07,-541.889,1788.31,925.605,-665.087,1731.72,1059.53,-668.806,1743.04,1021.14,-734.493,1576.56,1067.6,-833.776,1323.82,1039.65,-579.613,1486.6,1061.32,-553.426,1362.59,1119.83,-801.566,1507.73,886.223,-672.946,1525.15,785.127,-739.385,1295.98,797.858,-758.597,1128.47,762.803,-693.317,1053.42,811.916,-564.887,922.995,770.891,-627.843,928.05,778.174,-562.642,837.942,1214.05,-662.029,1577.18,1348.75,-721.306,1390.61,1362.91,-789.735,1236.31,,,,1393.99,-612.649,1029.11,1423.35,-694.755,1025.95,1450.26,-621.286,934.477,938.69,-656.806,1048.84,1255.71,-673.96,1043.31,1041.02,-870.251,1145.29,1118.71,-871.298,1147.27,935.585,-684.215,787.385,980.799,-666.498,505.389,988.672,-697.31,354.657,1024.18,-735.399,125.359,1060.81,-830.433,122.465,1052.02,-652.514,107.626,1295.43,-669.647,849.969,1283.88,-604.307,591.036,1269.9,-703.5,460.723,1208.76,-881.38,287.09,1173.13,-901.814,371.671,1188.68,-858.542,220.026
58,0,913.93,-513.094,1753.24,1061.95,-529.741,1790.3,925.789,-653.486,1734.1,1059.72,-656.778,1745.28,1020.68,-723.006,1578.55,1066.9,-821.791,1325.55,1039.58,-567.806,1488.9,1061.12,-541.529,1364.98,1118.8,-789.9,1509.47,886.027,-660.758,1527.64,783.676,-725.179,1298.46,795.726,-743.436,1130.45,761.44,-676.663,1056.23,812.051,-546.896,927.641,770.346,-609.616,931.925,778.475,-543.071,842.604,1213.62,-651.085,1579.16,1348.07,-711.388,1392.94,1361.67,-780.429,1238.82,,,,1394.29,-603.559,1031.41,1422.91,-686.001,1028.3,1450.38,-612.943,936.719,937.59,-646.396,1049.7,1254.42,-660.378,1046.67,1041.58,-858.621,1147.3,1119.27,-859.168,1149.22,935.643,-678.982,788.271,980.737,-666.232,505.821,988.523,-697.419,355.099,1024.18,-735.397,125.647,1060.83,-830.972,123.087,1051.7,-652.488,107.652,1295.13,-652.183,854.317,1282.79,-581.866,596.069,1268.82,-676.242,461.173,1207.5,-846.105,279.511,1171.68,-870.194,362.643,1187.76,-819.566,214.161
59,0,913.896,-501.579,1755.2,1062,-517.692,1792.08,926.147,-641.999,1736.21,1060.12,-644.822,1747.24,1020.3,-711.547,1580.25,1066.18,-809.852,1327.07,1039.61,-555.888,1490.96,1060.96,-529.671,1367.07,1117.85,-778.265,1510.9,885.937,-648.556,1529.93,782.337,-711.137,1300.8,793.79,-728.343,1132.38,760.162,-660.184,1059.01,812.164,-528.996,932.311,769.933,-591.228,935.441,778.921,-523.686,847.178,1213.3,-639.996,1580.92,1347.56,-701.528,1395.01,1360.67,-770.905,1241.04,,,,1394.59,-594.569,1033.42,1422.56,-677.201,1030.39,1450.4,-604.5,938.599,936.703,-635.864,1050.23,1253.27,-646.83,1049.83,1042.09,-846.966,1149.03,1119.76,-846.961,1150.85,935.472,-673.595,789.084,980.72,-665.86,506.239,988.451,-697.492,355.548,1024.26,-735.371,125.966,1061.29,-830.759,123.649,1051.42,-652.56,107.652,1294.7,-635.143,858.564,1281.42,-560.18,600.914,1267.83,-649.237,461.374,1206.6,-810.174,271.289,1170.26,-838.029,352.827,1186.99,-780.258,207.78
60,0,914.025,-490.148,1756.93,1062.24,-505.771,1793.61,926.615,-630.534,1738.04,1060.69,-632.891,1748.8,1020.06,-700.025,1581.64,1065.56,-797.906,1328.21,1039.72,-543.979,1492.73,1060.9,-517.699,1368.86,1117.06,-766.571,1512.04,885.915,-636.227,1531.96,781.114,-697.119,1302.94,791.799,-713.386,1134.23,759.014,-643.676,1061.44,812.239,-511.163,936.99,769.632,-573.099,939.051,779.385,-504.338,851.796,1213.03,-628.901,1582.28,1347.09,-691.674,1396.78,1359.79,-761.567,1243.02,,,,1394.92,-585.734,1035.09,1422.23,-668.324,1032.08,1450.43,-595.986,940.137,936.099,-625.217,1050.43,1252.2,-632.968,1052.85,1042.38,-835.331,1150.48,1120.19,-834.699,1152.14,935.56,-667.428,789.531,980.753,-665.313,506.548,988.419,-697.443,356.039,1024.37,-735.298,126.348,1061.62,-830.591,124.274,1051.42,-652.529,107.605,1294.37,-617.829,862.466,1279.86,-539.224,605.371,1266.83,-622.395,461.224,1206.27,-773.417,262.729,1169.49,-805.54,342.746,1186.91,-740.158,201.327
61,0,914.283,-478.832,1758.46,1062.57,-493.973,1794.85,927.302,-619.144,1739.41,1061.35,-621.166,1749.97,1019.9,-688.441,1582.78,1064.95,-785.941,1329.01,1039.88,-532.03,1494.12,1060.87,-505.754,1370.26,1116.26,-754.834,1512.78,885.999,-623.906,1533.68,779.862,-683.124,1304.97,789.684,-698.407,1135.67,757.772,-627.269,1063.86,812.605,-493.489,941.298,769.452,-555.123,942.507,780.004,-485.072,856.225,1212.9,-617.72,1583.24,1346.77,-681.712,1398.16,1359.14,-752.011,1244.56,,,,1395.09,-576.522,1036.3,1421.94,-659.328,1033.44,1450.41,-587.294,941.15,935.671,-614.345,1050.38,1251.42,-619.847,1055.37,1042.73,-823.609,1151.56,1120.46,-822.465,1153.06,935.378,-661.565,790.111,980.741,-664.499,506.819,988.39,-697.077,356.426,1024.52,-735.119,126.739,1062.1,-830.381,125.077,1051.28,-652.402,107.67,1294,-601.554,865.87,1278.14,-518.897,609.414,1266.03,-595.699,460.882,1206.57,-735.795,254.284,1169.22,-772.776,332.312,1187.41,-698.898,195.073
62,0,914.829,-467.546,1759.67,1063.05,-482.269,1795.75,928.269,-607.711,1740.33,1062.2,-609.376,1750.67,1019.81,-676.858,1583.55,1064.36,-773.9,1329.5,1040.18,-520.1,1495.2,1060.89,-493.731,1371.28,1115.63,-743.081,1513.15,886.134,-611.538,1535.07,778.772,-669.229,1306.6,787.648,-683.599,1136.91,756.595,-610.987,1065.99,812.896,-475.804,945.551,769.327,-537.026,945.589,780.673,-465.885,860.546,1212.91,-606.512,1583.79,1346.56,-671.622,1399.14,1358.65,-742.255,1245.61,,,,1395.38,-567.24,1037.15,1421.78,-650.218,1034.34,1450.43,-578.468,941.878,935.303,-603.892,1050.22,1250.89,-607.105,1057.4,1043.02,-811.889,1152.31,1120.78,-810.286,1153.64,935.288,-655.269,790.414,980.692,-663.332,507.06,988.361,-696.423,356.777,1024.73,-734.918,127.087,1062.62,-829.732,125.639,1051.35,-652.144,107.695,1294.27,-585.684,868.915,1276.21,-499.126,612.838,1265.15,-569.215,460.197,1207.44,-698.089,245.36,1169.56,-739.34,321.239,1188.28,-657.832,188.475
63,0,915.252,-456.338,1760.65,1063.76,-470.658,1796.35,929.165,-596.523,1741.03,1063.25,-597.671,1751,1019.86,-665.06,1583.91,1063.93,-761.902,1329.67,1040.53,-508.04,1495.83,1060.99,-481.796,1371.78,1115.16,-731.296,1513.21,886.37,-599.066,1536.12,777.578,-655.336,1308.01,785.576,-668.778,1137.82,755.371,-594.695,1067.73,813.263,-458.251,949.57,769.22,-519.123,948.647,781.431,-446.689,864.619,1212.99,-595.254,1583.86,1346.32,-661.657,1399.63,1358.29,-732.479,1246.27,,,,1395.71,-557.89,1037.55,1421.71,-640.935,1034.77,1450.33,-569.589,942.002,935.026,-592.957,1049.83,1250.51,-594.367,1058.88,1043.28,-800.096,1152.71,1121.03,-798.078,1153.86,935.205,-648.568,790.456,980.588,-661.766,507.242,988.328,-695.517,357.06,1024.95,-734.999,127.483,1062.94,-829.491,126.384,1051.43,-652.022,107.545,1294.22,-569.915,871.28,1274.06,-480.122,615.663,1264.46,-543.116,459.337,1208.94,-659.429,237.273,1170.59,-705.527,310.191,1190.32,-615.795,182.773
64,0,915.942,-445.137,1761.28,1064.57,-459.016,1796.5,930.304,-585.128,1741.25,1064.41,-585.861,1750.89,1020.02,-653.185,1584,1063.58,-749.727,1329.49,1040.97,-495.989,1496.02,1061.18,-470.115,1371.82,1114.76,-719.486,1512.89,886.656,-586.541,1536.74,776.5,-641.5,1308.99,783.613,-654.06,1138.51,754.241,-578.55,1069.27,813.724,-440.709,953.465,769.263,-501.143,951.267,782.285,-427.61,868.48,1213.24,-583.83,1583.53,1346.26,-651.366,1399.63,1358.07,-722.559,1246.46,,,,1396.13,-548.27,1037.49,1421.69,-631.462,1034.89,1450.38,-560.517,941.793,934.81,-581.887,1049.13,1250.47,-581.475,1059.86,1043.58,-788.147,1152.83,1121.25,-785.872,1153.7,935.094,-641.779,790.54,980.419,-659.911,507.255,988.258,-694.56,357.253,1025.11,-734.706,127.789,1063.19,-829.165,127.152,1051.49,-651.859,107.501,1294.15,-554.473,872.978,1272.01,-461.547,618.013,1263.87,-517.167,458.191,1211,-620.667,229.026,1172.15,-671.172,298.947,1192.53,-573.898,177.052
65,0,916.75,-433.867,1761.57,1065.51,-447.265,1796.43,931.652,-573.773,1741.17,1065.65,-574.04,1750.5,1020.3,-641.234,1583.71,1063.34,-737.483,1329,1041.48,-483.874,1495.79,1061.42,-457.888,1371.54,1114.55,-707.652,1512.31,887.057,-574.008,1536.94,775.458,-627.742,1309.63,781.44,-639.345,1138.68,753.152,-562.438,1070.43,814.175,-423.302,957.022,769.222,-483.249,953.705,783.195,-408.575,872.103,1213.66,-572.39,1582.74,1346.24,-640.964,1399.1,1357.9,-712.522,1246.14,,,,1396.56,-538.529,1037.08,1421.83,-621.876,1034.43,1450.57,-551.151,941.185,934.676,-570.689,1048.36,1250.59,-568.661,1060.1,1043.99,-776.131,1152.64,1121.63,-773.637,1153.29,935.025,-634.782,790.343,980.309,-657.808,507.249,988.25,-693.211,357.405,1025.37,-734.385,128.095,1063.51,-828.829,127.913,1051.63,-651.915,107.526,1294.07,-539.271,874.031,1269.61,-443.623,619.707,1263.41,-491.536,456.853,1213.76,-581.031,221.562,1174.08,-635.748,287.676,1195.28,-531.819,171.783
66,0,917.65,-422.494,1761.49,1066.56,-435.45,1795.96,933.001,-562.359,1740.78,1067.1,-562.169,1749.84,1020.73,-629.2,1583.14,1063.22,-725.348,1328.28,1042.04,-471.763,1495.22,1061.74,-445.886,1370.81,1114.51,-695.741,1511.39,887.544,-561.449,1536.82,774.509,-613.984,1309.9,779.411,-624.617,1138.57,752.082,-546.283,1071.32,814.756,-406.008,960.207,769.439,-465.386,955.842,784.266,-389.706,875.472,1214.2,-560.847,1581.59,1346.39,-630.486,1398.21,1357.89,-702.32,1245.36,,,,1397.12,-528.591,1036.24,1422,-612.036,1033.59,1450.81,-541.459,940.196,934.396,-559.372,1047.3,1250.57,-555.842,1059.77,1044.53,-764.074,1152.26,1122.06,-761.378,1152.58,934.867,-627.683,789.986,980.233,-655.466,507.114,988.361,-691.735,357.342,1025.65,-733.899,128.381,1063.89,-828.434,128.549,1051.78,-651.691,107.558,1293.77,-524.534,874.296,1267.22,-426.314,620.772,1263.24,-466.017,455.37,1216.84,-541.839,214.017,1176.77,-600.216,276.871,1198.4,-489.803,166.875
67,0,918.679,-411.106,1761.08,1067.71,-423.544,1795.17,934.553,-550.8,1740.04,1068.62,-550.158,1748.85,1021.29,-617.048,1582.33,1063.27,-713.027,1327.17,1042.88,-459.526,1494.3,1062.19,-433.763,1369.76,1114.65,-683.751,1510.14,888.189,-548.861,1536.31,773.721,-600.291,1309.88,777.497,-609.884,1138.2,751.079,-530.175,1071.92,815.347,-388.76,963.185,769.444,-447.672,957.763,785.349,-370.914,878.615,1214.93,-549.23,1580.06,1346.62,-619.9,1396.87,1357.83,-692.035,1244.18,,,,1397.64,-518.491,1034.96,1422.28,-601.97,1032.31,1451.24,-531.59,938.9,934.158,-547.915,1045.91,1250.8,-542.746,1058.95,1045.15,-751.798,1151.43,1122.71,-748.989,1151.57,934.966,-620.269,789.256,980.315,-652.91,506.84,988.53,-690.077,357.249,1026.07,-733.607,128.596,1064.35,-828.14,129.236,1052.08,-651.567,107.54,1293.55,-509.872,874.011,1264.87,-409.666,621.363,1263.24,-440.597,453.814,1220.54,-502.057,207.537,1179.94,-564.439,266.578,1201.91,-447.48,162.995
68,0,919.852,-399.598,1760.31,1069.03,-411.462,1794.14,936.139,-539.305,1739.16,1070.32,-538.068,1747.63,1022.04,-604.787,1581.08,1063.42,-700.659,1325.79,1043.69,-447.268,1493.03,1062.76,-421.465,1368.44,1114.95,-671.697,1508.57,888.965,-536.291,1535.46,772.972,-586.603,1309.6,775.533,-595.078,1137.47,750.111,-514.126,1072.26,815.951,-371.73,965.755,769.854,-430.207,959.394,786.437,-352.32,881.33,1215.82,-537.526,1578.19,1346.87,-609.147,1395.12,1357.81,-681.613,1242.55,,,,1398.27,-508.129,1033.31,1422.63,-591.707,1030.67,1451.74,-521.457,937.291,933.922,-536.359,1044.25,1250.94,-529.465,1057.71,1045.87,-739.34,1150.41,1123.42,-736.393,1150.3,935.051,-612.826,788.279,980.464,-649.894,506.428,988.805,-688.205,357.112,1026.54,-733.324,128.816,1064.9,-827.851,129.884,1052.46,-651.39,107.466,1292.97,-495.642,872.87,1262.59,-393.463,621.314,1263.4,-415.688,452.118,1224.61,-462.239,201.953,1183.75,-528.591,257.008,1205.81,-405.181,159.909
69,0,921.13,-388.064,1759.24,1070.43,-399.396,1792.71,937.978,-527.578,1737.78,1072.14,-525.876,1745.99,1022.95,-592.507,1579.55,1063.71,-688.094,1324.11,1044.65,-435.037,1491.53,1063.37,-409.091,1366.82,1115.46,-659.618,1506.68,889.876,-523.739,1534.37,772.358,-572.952,1309.04,773.756,-580.295,1136.59,749.338,-497.951,1072.31,816.638,-354.741,967.979,769.898,-412.604,960.616,787.47,-333.922,883.769,1216.87,-525.738,1576,1347.24,-598.352,1393.02,1357.85,-670.958,1240.49,,,,1398.93,-497.541,1031.37,1422.95,-581.245,1028.72,1452.31,-511.04,935.307,933.587,-524.744,1042.23,1251.01,-515.94,1056.15,1046.73,-726.683,1149.04,1124.23,-723.559,1148.68,935.154,-605.187,787.144,980.784,-646.624,505.924,989.391,-686.127,356.909,1027.16,-733.031,128.99,1065.63,-827.49,130.57,1052.97,-651.277,107.403,1292.14,-481.627,871.204,1260.52,-377.824,620.643,1263.85,-391.012,450.392,1229.15,-422.326,197.329,1188.09,-492.775,247.98,1209.91,-363.33,158.018
70,0,922.584,-376.504,1757.91,1072.01,-387.222,1790.96,939.926,-515.955,1736.26,1074.15,-513.663,1744.08,1024.02,-580.139,1577.72,1064.07,-675.455,1322.11,1045.78,-422.69,1489.71,1064.07,-396.732,1364.96,1116.08,-647.398,1504.47,890.94,-511.088,1532.93,771.913,-559.196,1308.19,772.072,-565.413,1135.33,748.662,-481.799,1072.15,817.324,-337.965,969.933,770.046,-395.199,961.644,788.566,-315.774,885.935,1217.99,-513.85,1573.49,1347.7,-587.43,1390.58,1358,-660.157,1238.13,,,,1399.55,-486.724,1029.08,1423.31,-570.526,1026.39,1452.88,-500.311,933.011,933.148,-513.266,1039.97,1251.15,-502.129,1054.32,1047.58,-713.982,1147.44,1125.12,-710.509,1146.78,935.31,-597.327,785.719,981.14,-643.005,505.273,989.851,-683.894,356.541,1027.9,-732.713,129.192,1066.5,-827.085,131.308,1053.54,-651.187,107.379,1291.33,-467.723,869.028,1258.65,-362.812,619.201,1264.55,-366.846,448.818,1234.01,-382.723,193.999,1193.15,-457.283,239.71,1214.31,-321.97,157.632
71,0,924.148,-364.875,1756.27,1073.75,-374.982,1788.92,942.084,-504.199,1734.26,1076.29,-501.317,1741.86,1025.22,-567.724,1575.57,1064.53,-662.643,1319.81,1046.86,-410.31,1487.53,1064.77,-384.159,1362.8,1116.92,-635.111,1501.85,892.087,-498.503,1531.32,771.695,-545.53,1307.03,770.568,-550.464,1133.91,747.968,-465.593,1071.91,818.034,-321.293,971.454,770.342,-378.008,962.365,789.652,-297.699,887.757,1219.3,-501.885,1570.69,1348.22,-576.496,1387.85,1358.18,-649.173,1235.37,,,,1400.32,-475.593,1026.61,1423.75,-559.468,1023.67,1453.45,-489.342,930.406,932.672,-501.546,1037.53,1251.23,-488.082,1052.18,1048.37,-700.949,1145.43,1126.04,-697.246,1144.56,935.439,-589.348,784.251,981.423,-639.066,504.528,990.313,-681.507,356.19,1028.65,-732.406,129.395,1067.41,-826.722,132.118,1054.2,-651.128,107.287,1290.06,-453.801,866.275,1257.03,-348.104,617.15,1265.34,-343.58,447.151,1238.55,-344.297,191.173,1198.39,-422.161,231.948,1218.49,-281.783,158.45
72,0,925.797,-353.136,1754.36,1075.54,-362.637,1786.65,944.288,-492.498,1732.27,1078.6,-488.967,1739.39,1026.61,-555.279,1573.2,1065.2,-649.706,1317.17,1048.05,-397.769,1485.2,1065.49,-371.523,1360.46,1117.9,-622.688,1498.94,893.42,-485.893,1529.44,771.725,-531.835,1305.69,769.234,-535.602,1132.35,747.444,-449.71,1071.36,818.728,-304.804,972.66,770.446,-360.985,962.927,790.638,-279.973,889.243,1220.74,-489.737,1567.57,1348.95,-565.268,1384.76,1358.47,-638.046,1232.27,,,,1401.16,-464.129,1023.82,1424.2,-548.193,1020.72,1453.97,-477.991,927.544,932.274,-489.867,1034.94,1251.24,-473.57,1049.75,1049.23,-687.984,1143.28,1126.99,-683.748,1142.07,935.503,-581.105,782.663,981.647,-634.935,503.578,990.696,-678.979,355.787,1029.11,-732.014,129.618,1068.24,-826.306,132.992,1054.68,-651.036,107.308,1288.7,-440.184,863.099,1255.76,-333.935,614.851,1266.38,-321.053,445.79,1243.16,-307.02,189.857,1204.33,-388.303,225.639,1222.81,-242.83,160.483
73,0,927.574,-341.393,1752.26,1077.45,-350.137,1784.13,946.899,-480.383,1729.7,1080.96,-476.437,1736.72,1028.14,-542.843,1570.75,1065.92,-636.67,1314.38,1049.41,-385.187,1482.73,1066.19,-358.72,1357.89,1119.04,-610.186,1495.88,894.824,-473.337,1527.39,771.818,-518.076,1304.1,768.251,-520.643,1130.61,747.273,-433.929,1070.5,819.443,-288.465,973.484,770.718,-344.151,963.106,791.512,-262.421,890.368,1222.29,-477.486,1564.18,1349.82,-553.878,1381.45,1359.02,-626.57,1228.9,,,,1401.95,-452.334,1020.81,1424.71,-536.478,1017.41,1454.76,-466.186,924.464,931.724,-477.77,1032.23,1251.15,-458.941,1046.94,1050.07,-674.911,1140.94,1127.92,-670.19,1139.42,935.481,-572.631,780.911,981.853,-630.37,502.802,991.102,-676.155,355.264,1030,-731.892,129.875,1068.98,-825.896,133.929,1054.86,-650.912,107.335,1287.33,-426.531,859.63,1254.81,-319.655,612.181,1267.65,-299.133,444.567,1247.73,-270.85,189.432,1209.57,-354.66,220.379,1226.73,-205.732,163.227
